id,description,games,name,character_gender,obfuscated_description
4875,"The protagonist of the Thief games is called Garrett, a master thief with a cynical view who wishes nothing more than to be left alone. He unwittingly becomes involved in a series of dramatic events, even though he just want to steal in peace. Growing up without any parents, he spent his childhood on the streets, having to pickpocket from people with money in order to survive. Later on a secret organization called The Keepers (dedicated to observe and maintain stability in the city) decided to recruit him. Garrett was given training in the arts of stealth, but soon found that it was way more profitable to make use of these skills as a thief than to continue working as an agent.

Garrett has a strong sense of professional pride as a thief, as well as self-interest. Being cynical and sarcastic, with a loyalty only to himself, he usually refuses to kill while on the job, stating that he's a thief and not a murderer.

During an incident, Garrett's right eye was pulled out from his socket. That's why he has a scar around the eye, as well as an experimental mechanical prosthetic. Weapons he uses includes a sword and bow, mines and the Blackjack.","[4, 18364, 9227]",Garrett,0,"The protagonist of the <The game> is called <the character>, a master thief with a cynical view who wishes nothing more than to be left alone. <he> unwittingly becomes involved in a series of dramatic events, even though <he> just wants to steal in peace. Growing up without any parents, <he> spent <his> childhood on the streets, having to pickpocket from people with money in order to survive. Later on a secret organization called <an organization> (dedicated to observe and maintain stability in the city) decided to recruit <him>. <the character> was given training in the arts of stealth, but soon found that it was way more profitable to make use of these skills as a thief than to continue working as an agent. <the character> has a strong sense of professional pride as a thief, as well as self‑interest. Being cynical and sarcastic, with a loyalty only to <himself>, <he> usually refuses to kill while on the job, stating that <he> is a thief and not a murderer. During an incident, <the character>'s right eye was pulled out from <his> socket. That's why <he> has a scar around the eye, as well as an experimental mechanical prosthetic. Weapons <he> uses includes a sword and bow, mines and <an artifact>."
8805,"Ana is one of the main characters in Rise of the Tomb Raider. She was Richard Croft's former girlfriend. Richard met Ana during a conference and found her very intelligent and interesting. Ana became very precious to Richard who said that having her in his life ""Put new wind in his sails"". Interested in his research, Ana helped with the organizing and ended up becoming his editor. However, Richard was a bit scared that Lara thought he was replacing Ana with Amelia Croft. The older Lara got, the more accepting of Ana she became, being happy that she made Richard happy.

That's why Lara becomes so disgusted and shocked when she finds out that Ana is the sister of an enemy, Konstantin, a mentally disturbed guy that works for Trinity and believes that he is carrying out God's will in everything he does. The siblings are looking for the Divine Source as Ana needs it to cure her sickness. 

At first, Ana tries to warn Lara to stay away from her father's research. When that doesn't work, she decides to drop the act. She has been manipulating Lara's family for years, doing everything in her power to get what she wants. Ana however, still seems a bit sentimental towards Lara and orders the Trinity forces to keep her alive. Throughout the story of Rise of the Tomb Raider, more about Ana is revealed, with an emotional twist at the end.

Ana's last name is never revealed.",,Ana,1,"<the character> is one of the main characters in <The game>. <she> was <the character>'s former girlfriend. <the character> met <the character> during a conference and found <her> very intelligent and interesting. <the character> became very precious to <the character> who said that having <her> in <his> life ""Put new wind in <his> sails"". Interested in <his> research, <the character> helped with the organizing and ended up becoming <his> editor. However, <the character> was a bit scared that <the character> thought <he> was replacing <the character> with <the character>. The older <the character> got, the more accepting of <the character> <she> became, being happy that <she> made <the character> happy.

That's why <the character> becomes so disgusted and shocked when <she> finds out that <the character> is the sister of an enemy, <the character>, a mentally disturbed guy that works for <an organization> and believes that <he> is carrying out God's will in everything <he> does. The siblings are looking for <an artifact> as <the character> needs it to cure <her> sickness.

At first, <the character> tries to warn <the character> to stay away from <her> father's research. When that doesn't work, <she> decides to drop the act. <She> has been manipulating <the character>'s family for years, doing everything in <her> power to get what <she> wants. <the character> however, still seems a bit sentimental towards <the character> and orders the <an organization> forces to keep <her> alive. Throughout the story of <The game>, more about <the character> is revealed, with an emotional twist at the end.

<the character>'s last name is never revealed."
9346,"Victor Vran is the main character in the game Victor Vran. 
 
At the beginning of the game, Victor is travelling to the city of Zagoravia, destroyed and invaded by hordes of demons and undeads, in search of his friend Adrian, a fellow hunter, and Victor's best friend, the only one who knows his past. Despite being a member of Hunters Order, devoted to purge the world from demons and undead beings, Victor is not going to Zagoravia to answer the queen's call for help, as the city is overrunned by demons and many hunters had perished trying to oppose them, a disaster whose proportions are unprecedented.",,Victor Vran,0,"<the character> is the main character in <The game>.

At the beginning of the game, <the character> is travelling to <a location>, destroyed and invaded by hordes of demons and undeads, in search of <a friend>, a fellow hunter, and <the character>'s best friend, the only one who knows <their> past. Despite being a member of <an organization>, devoted to purge the world from demons and undead beings, <the character> is not going to <a location> to answer the queen's call for help, as the city is overrunned by demons and many hunters had perished trying to oppose them, a disaster whose proportions are unprecedented."
7888,"Goro Majima is a recurring major character in the Yakuza series first introduced in the original Yakuza.

His unpredictability, ferocity in combat, and accomplishments as the captain of the Shimano Family earned him the nickname ""The Mad Dog of Shimano"". He is the former patriarch of the Majima Family, the founder and former president of Majima Construction, and the former vice-chairman of the Tojo Clan.","[2062, 2061, 55090, 11397]",Goro Majima,0,"<the character> is a recurring major character in <The game> first introduced in the original <The game>.

<His> unpredictability, ferocity in combat, and accomplishments as the captain of <an organization> earned <him> the nickname ""The Mad Dog of <an organization>"". <He> is the former patriarch of <an organization>, the founder and former president of <an organization>, and the former vice-chairman of <an organization>."
6418,"A beautiful bottle-blonde with a mischievous nature, fun is Jessica's raison d'être. First on the guest list at any party, if there's one thing she's not, it's shy.

Her fun-loving nature has certainly managed to turn Mike's head - he dumped Emily in order to get with her.

A childhood ballerina, Jessica once wanted to be a cheerleader... until she realized that it was going be quite a lot of work.",[7609],Jessica Riley,1,"A beautiful bottle-blonde with a mischievous nature, fun is <the character>'s raison d'être. First on the guest list at any party, if there's one thing <he/she/they>'s not, it's shy.

<his/her/their> fun-loving nature has certainly managed to turn <another character>'s head - <he/she/they> dumped <another character> in order to get with <him/her/them>.

A childhood ballerina, <the character> once wanted to be a cheerleader... until <he/she/they> realized that it was going be quite a lot of work."
12312,"Isabella ""Ivy"" Valentine is a character in the Soul series of fighting games. She appears in every game since Soulcalibur.",[76885],Isabella 'Ivy' Valentine,1,<the character> is a character in <The game> of fighting games. <she> appears in every game since <The game>.
5094,"Faust is a recurring character in the Guilty Gear series. He is a medical genius gone insane and sane once more, and is probably one of the most unorthodox characters in the series. Having discarded his old identity, Faust is an itinerant healer dedicated to saving everyone he can to atone for his sins. 
 
Faust's extreme height and light weight give him a bizarre, tall, lanky physical appearance, and allows him to tower over every other character in the series—although he rarely does, due to his extremely low fighting stance. He wears a paper bag as a mask with one eyehole, which in one of his Taunts he takes off to reveal a glowing bald head and obscured face, and wields a giant scalpel as a weapon. 
 
His usual outfit consists of a collared, light-blue shirt with a black or yellow tie, green pants, and a stylized white coat with several sizable grey bolts on his shoulders and black belts. In -STRIVE-, Faust receives a major redesign: He wears simple light-blue scrubs, white gloves, a stethoscope around the neck, and mostly-white sneakers. It exposes an extremely skinny build and a stitched patch on the right side of his chest area. 
 
Going mad shattered whatever Faust's personality might have been, and even though he regained his sanity, a good deal of that wreckage is now permanent. And yet, contrary to his eccentric style and transportation methods, it is only in the battlefield that he can easily be described as ""wacky"".",[9141],Faust,0,"<the character> is a recurring character in <The game> series. <he/she/they> is a medical genius gone insane and sane once more, and is probably one of the most unorthodox characters in the series. Having discarded <his/her/their> old identity, <the character> is an itinerant healer dedicated to saving everyone <he/she/they> can to atone for <his/her/their> sins.

<the character>'s extreme height and light weight give <him/her/them> a bizarre, tall, lanky physical appearance, and allows <him/her/them> to tower over every other character in the series—although <he/she/they> rarely does, due to <his/her/their> extremely low fighting stance. <he/she/they> wears a paper bag as a mask with one eyehole, which in one of <his/her/their> Taunts <he/she/they> takes off to reveal a glowing bald head and obscured face, and wields a giant scalpel as a weapon.

<his/her/their> usual outfit consists of a collared, light-blue shirt with a black or yellow tie, green pants, and a stylized white coat with several sizable grey bolts on <his/her/their> shoulders and black belts. In <The game>, <the character> receives a major redesign: <he/she/they> wears simple light-blue scrubs, white gloves, a stethoscope around the neck, and mostly-white sneakers. It exposes an extremely skinny build and a stitched patch on the right side of <his/her/their> chest area.

Going mad shattered whatever <the character>'s personality might have been, and even though <he/she/they> regained <his/her/their> sanity, a good deal of that wreckage is now permanent. And yet, contrary to <his/her/their> eccentric style and transportation methods, it is only in the battlefield that <he/she/they> can easily be described as ""wacky""."
3305,"Jolyne Cujoh is the protagonist of Part 6 and the sixth JoJo of the JoJo's Bizarre Adventure series. 
 
Jolyne is a young woman of above-average height and slim to athletic build. 
 
Bold-eyed, she wears her hair in two ""layers"": A dark base including two large buns atop her head and a short length going down her neck; above which, lightly dyed or bleached, she keeps a plait or braid that winds around both buns, joining in a short length at back, and bangs that frame her face. 
 
Flighty, abrupt, and snappy with her elders, Jolyne in her teenage years was easily considered a delinquent and lost cause. Bitter at Jotaro for being absent from her life, she tried multiple times to catch her father's attention by committing multiple minor crimes and went to jail several times for them. Because of her father's absence, Jolyne was said to be dependent on the affection and approval of those around her, and she was ready to cover Romeo's accident, resulting in her being sentenced to 15 years in prison for it. 
 
After acquiring her Stand and being told by Jotaro of his love for her, Jolyne noticeably matures, becoming more courageous and confident. ""Reviving"" Jotaro, who fell into a coma due to Whitesnake stealing his Stand and memory, turns into her first priority.",[6517],Jolyne Cujoh,1,"<the character> is the protagonist of <a chapter> and the sixth <a character> of the <the game> series. 

<the character> is a young woman of above-average height and slim to athletic build. 

Bold-eyed, <she> wears <her> hair in two ""layers"": a dark base including two large buns atop <her> head and a short length going down <her> neck; above which, lightly dyed or bleached, <she> keeps a plait or braid that winds around both buns, joining in a short length at back, and bangs that frame <her> face. 

Flighty, abrupt, and snappy with <her> elders, <the character> in <her> teenage years was easily considered a delinquent and lost cause. Bitter at <an older male> for being absent from <her> life, <she> tried multiple times to catch <her> father's attention by committing multiple minor crimes and went to jail several times for them. Because of <her> father's absence, <the character> was said to be dependent on the affection and approval of those around <her>, and <she> was ready to cover <a person>'s accident, resulting in <her> being sentenced to 15 years in prison for it. 

After acquiring <her> <an artifact> and being told by <an older male> of <his> love for <her>, <the character> noticeably matures, becoming more courageous and confident. ""Reviving"" <an older male>, who fell into a coma due to <an artifact> stealing <his> <an artifact> and memory, turns into <her> first priority."
4332,"Ori is a small white creature with a similar stance to a human or a bunny and has a cat-like tail and large black eyes with white pupils. They have two short horn-like antennae on top of their head, and underneath them there are larger ears, which droop when Ori is unhappy or weak. Ori's feet have small white hooves, as seen in their 3D model sheet. Their name is of Hebrew origin, literally meaning ""my light""[1].

Ori's nature is largely up to the player, but they do have some distinct personality traits. Throughout the prologue sequence, it is seen that Ori's personality is akin to that of a young child, being very innocent and dependent on their caregiver. But as the story goes on, Ori's character shows a massive amount of determination; even in the face of death itself, Ori never once gives up hope. Ori is also very forgiving and kind-hearted, willing to help those who have entered the darkness. In general, Ori is incredibly altruistic and chooses to focus on the well being of the world around them before their own needs.","[7344, 37001]",Ori,2,"<the character> is a small white creature with a similar stance to a human or a bunny and has a cat‑like tail and large black eyes with white pupils. <they> have two short horn‑like antennae on top of <their> head, and underneath them there are larger ears, which droop when <the character> is unhappy or weak. <the character>’s feet have small white hooves, as seen in <their> 3D model sheet. <their> name is of Hebrew origin, literally meaning “my light”[1].

<the character>’s nature is largely up to the player, but <they> do have some distinct personality traits. Throughout the prologue sequence, it is seen that <the character>’s personality is akin to that of a young child, being very innocent and dependent on <their> caregiver. But as the story goes on, <the character>’s character shows a massive amount of determination; even in the face of death itself, <the character> never once gives up hope. <the character> is also very forgiving and kind‑hearted, willing to help those who have entered the darkness. In general, <the character> is incredibly altruistic and chooses to focus on the well‑being of the world around <them> before <their> own needs."
3332,"Naruto Uzumaki is a shinobi of Konohagakure's Uzumaki clan. He became the jinchūriki of the Nine-Tails on the day of his birth, a fate that caused him to be shunned by most of Konoha throughout his childhood. After joining Team Kakashi, Naruto worked hard to gain the village's acknowledgement all the while chasing his dream to become Hokage. In the following years, through many hardships and ordeals, he became a capable ninja regarded as a hero both by the villagers, and soon after, the rest of the world, leading him to achieve his dream and become the village's Seventh Hokage.","[8479, 103288]",Naruto Uzumaki,0,"<the character> is a shinobi of <a location>'s <an organization>. <he> became the jinchūriki of <an artifact> on the day of <his> birth, a fate that caused <him> to be shunned by most of <a location> throughout <his> childhood. After joining <an organization>, <the character> worked hard to gain the village's acknowledgement all the while chasing <his> dream to become <a title>. In the following years, through many hardships and ordeals, <he> became a capable ninja regarded as a hero both by the villagers, and soon after, the rest of the world, leading <him> to achieve <his> dream and become the village's <a title>."
9342,"Rosalina first showed up in Super Mario Galaxy, in the Comet Observatory. She watches over  the cosmos like a guardian, and is also the adoptive mother to the Lumas, the star-like little creatures that resides in the universe. Bowser was the one who attacked the observatory and sent it drifting into space without any power. When Mario and Rosalina met, they decided to help each other out. Rosalina promised to help Mario save Princess Peach if Mario in return could gather Power Stars in order to get the power back. 

At first, people thought that Rosalina and Princess Peach were related, and they did take that into consideration at first, but finally took another route in the end, making her another princess-like character in the Mario world.

Many gamers started to like Rosalina and her wise, kind and thoughtful personality. That's why the creators decided to include her as a playable character in future games. You can play as her in the Mario Kart series, Super Smash Bros, as well as in Super Mario 3D World.",[152354],Rosalina,1,"<the character> first showed up in <The game>, in <a location>. <she> watches over the cosmos like a guardian, and is also the adoptive mother to the Lumas, the star‑like little creatures that reside in the universe. <the character> was the one who attacked the observatory and sent it drifting into space without any power. When <the character> and <the character> met, they decided to help each other out. <she> promised to help <he> save <the character> if <he> in return could gather <an artifact> in order to get the power back.

At first, people thought that <she> and <the character> were related, and they did take that into consideration at first, but finally took another route in the end, making <her> another princess‑like character in <a location>.

Many gamers started to like <her> and <her> wise, kind and thoughtful personality. That's why the creators decided to include <her> as a playable character in future games. You can play as <her> in <The game>, <The game>, as well as in <The game>."
5352,"Solid Snake, real name David, also known as Old Snake, and briefly known as Iroquois Pliskin, or simply Snake, was a former spy, special operations soldier, and mercenary. Possessing an IQ of 180 and fluent in six languages,[1][5] he was known as ""the Man Who Makes the Impossible Possible"" and his exploits made him into a living legend among the military black ops. 
 
A product of Les Enfants Terribles project, Snake was a clone of world-renowned soldier Big Boss, along with his brothers Liquid Snake and Solidus Snake. Initially a Green Beret, Snake was later inducted into the High-Tech Special Forces Unit FOXHOUND in the mid-1990s while it was commanded by Big Boss. Repeatedly tasked with disarming and destroying the latest incarnation of Metal Gear, a bipedal nuclear weapon-armed tank, Snake would thrice avert potential nuclear catastrophe, becoming a famed war hero. 
 
Following the Shadow Moses Incident and subsequent smear campaign by the Patriots, the secret organization behind American politics, Snake was labeled a terrorist. He faked his own death in the Manhattan Tanker Incident, though he re-emerged years later to assist Raiden in the Big Shell Incident. During this time, his body entered a state of accelerated aging, due to intentional genetic changes made during the cloning process, causing his health to decline. 
 
In 2014, Snake performed his final mission, during which he defeated Liquid Ocelot and destroyed the Patriots. After one last encounter with Big Boss, Snake chose to live his remaining days in peace.","[375, 4006]",Solid Snake,0,"<the character>, also known as Old <the character>, and briefly known as Iroquois Pliskin, or simply <the character>, was a former spy, special operations soldier, and mercenary. Possessing an IQ of 180 and fluent in six languages, <he/she/they> was known as ""the Man Who Makes the Impossible Possible"" and <his/her/their> exploits made <him/her/them> into a living legend among the military black ops. 

A product of <a project>, <the character> was a clone of world-renowned soldier <a character>, along with <a character> and <a character>. Initially a Green Beret, <the character> was later inducted into <an organization> in the mid-1990s while it was commanded by <a character>. Repeatedly tasked with disarming and destroying the latest incarnation of <an artifact>, a bipedal nuclear weapon-armed tank, <the character> would thrice avert potential nuclear catastrophe, becoming a famed war hero. 

Following <a past event> and subsequent smear campaign by <an organization>, the secret organization behind American politics, <the character> was labeled a terrorist. <the character> faked <his/her/their> own death in <a past event>, though <the character> re-emerged years later to assist <a character> in <a past event>. During this time, <the character>'s body entered a state of accelerated aging, due to intentional genetic changes made during the cloning process, causing <his/her/their> health to decline. 

In 2014, <the character> performed <his/her/their> final mission, during which <the character> defeated <a character> and destroyed <an organization>. After one last encounter with <a character>, <the character> chose to live <his/her/their> remaining days in peace."
2063,"Lithariel is the daughter of Lady Marwen, Queen of the Shore. As an infant, she was the only survivor of a trading ship which fell prey to the raids of the Tribesmen. Queen Marwen adopted the infant as a daughter and she is now the first in line for the throne. 
 
No one questions Lithariel's authority. She grew up quickly among the Tribesman and has taken their values as her own. A tough warrior, she is resourceful and honorable to a fault. She has never surrendered in a battle, even when it cost those following her their lives.",[3025],Lithariel,1,"<the character> is the daughter of <an organization>, a ruler of <a location>. As an infant, <he/she/they> was the only survivor of a trading ship which fell prey to the raids of <an organization>. <the character>'s mother adopted the infant as a daughter and <he/she/they> is now the first in line for the throne.

No one questions <the character>'s authority. <he/she/they> grew up quickly among <an organization> and has taken their values as <his/her/their> own. A tough warrior, <he/she/they> is resourceful and honorable to a fault. <he/she/they> has never surrendered in a battle, even when it cost those following <his/her/their> their lives."
5100,"Abe is the central character in the Oddworld video game series, created by Oddworld Inhabitants. He first appeared in the 1997 game ""Oddworld: Abe's Oddysee."" Abe is a Mudokon, a species native to the planet Oddworld. He starts as a lowly floor waxer at RuptureFarms, the largest meat-processing plant on Oddworld, run by the ruthless Glukkons. The Mudokons are enslaved by the Glukkons and forced to work in dangerous and oppressive conditions.

Abe’s journey begins when he accidentally discovers that RuptureFarms plans to turn Mudokon slaves into a new line of meat products to save the failing company. Shocked and horrified by this revelation, Abe decides to escape from the factory and rescue as many of his fellow Mudokons as possible. His adventure involves solving intricate puzzles, sneaking past guards, and utilizing his unique ability to possess Sligs, the factory's enforcers.

Throughout the series, Abe evolves from an unsuspecting worker to a determined hero and liberator. He becomes a symbol of hope and resistance for the oppressed Mudokons. In ""Oddworld: Abe’s Exoddus"" (1998), he continues his mission, tackling new challenges and enemies as he aims to free his people from exploitation and enslavement.

Abe is characterised by humility, resourcefulness, and a strong sense of justice. His distinctive appearance, with blue-green skin, a topknot, and a stitched mouth, combined with his compassionate personality, has made him an iconic character in the world of video games. The Oddworld series has continued to evolve, with remakes and new entries keeping Abe's story alive and engaging for new generations of players.","[1000, 1001, 25076]",Abe,0,"<the character> is the central character in <the series>, created by <an organization>. <he> first appeared in the 1997 game <the game>. <the character> is a <an species>, a species native to <a location>. <he> starts as a lowly floor waxer at <an organization>, the largest meat-processing plant on <a location>, run by the ruthless <an organization>. The <an species> are enslaved by the <an organization> and forced to work in dangerous and oppressive conditions.

<the character>’s journey begins when <he> accidentally discovers that <an organization> plans to turn <an species> slaves into a new line of meat products to save the failing company. Shocked and horrified by this revelation, <the character> decides to escape from the factory and rescue as many of <his> fellow <an species> as possible. <his> adventure involves solving intricate puzzles, sneaking past guards, and utilizing <his> unique ability to possess <an organization>, the factory's enforcers.

Throughout <the series>, <the character> evolves from an unsuspecting worker to a determined hero and liberator. <he> becomes a symbol of hope and resistance for the oppressed <an species>. In <the game> (1998), <he> continues <his> mission, tackling new challenges and enemies as <he> aims to free <his> people from exploitation and enslavement.

<the character> is characterised by humility, resourcefulness, and a strong sense of justice. <his> distinctive appearance, with blue-green skin, a topknot, and a stitched mouth, combined with <his> compassionate personality, has made <him> an iconic figure in the world of video games. <the series> has continued to evolve, with remakes and new entries keeping <the character>'s story alive and engaging for new generations of players."
6438,"Hel is a Goddess and the keeper of the dead, lying judgement on souls to decide to is reborn. Beautiful and terrible she has both sides of two extremes. She's the daughter of the trickster God, Loki which means that her destiny was pretty much doomed to darkness from the very start. All-Father Odin had a prophecy that Hel and her siblings would end up creating Ragnarök, the battle that would end everything.  Wanting to prevent this, he cast them all into different realms and Hel got to rule over the realm of dead. 

When she was born, her face was cast half in light, half in shadow, meaning that she was both dead and alive at the same time. As the spirits of the kind-hearted, the sick, the elderly were brought to her, she cared for them, gave them comfort, yet those she deemed evil she mercilessly hurled into the frozen depths of Niflheim. 

One day, Hel will fulfill her prophecy, though it's still unknown if she will be a shadow of darkness or a force of light.","[6326, 14298]",Hel,1,"<the character> is a Goddess and the keeper of the dead, lying judgement on souls to decide if <she> is reborn. Beautiful and terrible <she> has both sides of two extremes. <she> is the daughter of the trickster God, <an organization> which means that <her> destiny was pretty much doomed to darkness from the very start. <an organization> had a prophecy that <the character> and <their> siblings would end up creating <a past event>, the battle that would end everything. Wanting to prevent this, <an organization> cast them all into different realms and <the character> got to rule over the realm of dead. 

When <she> was born, <her> face was cast half in light, half in shadow, meaning that <she> was both dead and alive at the same time. As the spirits of the kind‑hearted, the sick, the elderly were brought to <her>, <she> cared for them, gave them comfort, yet those <she> deemed evil <she> mercilessly hurled into the frozen depths of <a location>. 

One day, <the character> will fulfill <her> prophecy, though it’s still unknown if <she> will be a shadow of darkness or a force of light."
4438,"The Big Bad Wolf, or Bigby Wolf as he calls himself in The Wolf Among Us, is the main protagonist and playable character in the game. Long time ago in the Homelands, Bigby was born with a group of seven cubs to Winter Wolf after being courted by the powerful North Wind. He was often teased by his brothers, but loved greatly by his mother until the day she died. When the others went out looking for their father, Bigby stayed to protect the corpse from bounty hunters. At that time, he was too weak to defend anything.

Angered by the loss, he swore vengeance, promising to eat something bigger as each day passed until he became large enough to confront his father. Seven times he tried, and seven times he failed, eventually burying his hatred and grief deep inside his heart. Around that time he became known as ""The Big Bad Wolf"" of legend. He often terrorized Little Red Riding Hood, attempting to devour her as he was stopped by the Woodsman who cut him open and filled him up with stones. That's also when the two of them became enemies.

After a series of events, Snow White tracks Bigby down and asks him to come to Fabletown. There, he becomes the sheriff with a duty to protect the Fables from mundies (humans) as well as themselves. Many people are still scared of the Wolf because of his past, and has a hard time trusting him. 

As a bit of a loner, however, he tries to prove to everyone day after day that he's not the same person anymore, and that he's capable of being the sheriff that everyone needs.",[2993],Bigby Wolf,0,"The <the character>, or <the character> as <he> calls <himself> in <The game>, is the main protagonist and playable character in the game. Long time ago in <a location>, <the character> was born with a group of seven cubs to <a parent> after being courted by the powerful <a force>. <He> was often teased by <his> brothers, but loved greatly by <his> mother until the day she died. When the others went out looking for their father, <the character> stayed to protect the corpse from bounty hunters. At that time <he> was too weak to defend anything. Angered by the loss, <he> swore vengeance, promising to eat something bigger as each day passed until <he> became large enough to confront <his> father. Seven times <he> tried, and seven times <he> failed, eventually burying <his> hatred and grief deep inside <his> heart. Around that time <he> became known as ""<the character>"" of legend. <He> often terrorized <a character>, attempting to devour <her> as <he> was stopped by <a character> who cut <him> open and filled <him> up with stones. That's also when the two of them became enemies. After a series of events, <a character> tracks <the character> down and asks <him> to come to <a location>. There, <he> becomes the sheriff with a duty to protect the <an organization> from mundies (humans) as well as themselves. Many people are still scared of <the character> because of <his> past, and <he> has a hard time trusting <himself>. As a bit of a loner, however, <he> tries to prove to everyone day after day that <he>'s not the same person anymore, and that <he>'s capable of being the sheriff that everyone needs."
2062,"Ratbag the Uruk craves power without knowing what he would do with it. He cannot heft a heavy weapon over his head, but he will, stupidly perhaps, attempt to claw his way to the top of Sauron's Army by aligning with his people's great enemy, the Gravewalker. 
 
He has deluded himself into believing the Ranger will help him become a Warchief and, once he has power, he will be able to keep all he has achieved. His many scars bear witness to his ineptitude and history of failure. He is a craven little thing whose only chance of success is in spite of himself.",[3025],Ratbag,0,"<the character> the <a race> craves power without knowing what <he> would do with it. <he> cannot heft a heavy weapon over <his> head, but <he> will, stupidly perhaps, attempt to claw <his> way to the top of <an organization> by aligning with <his> people's great enemy, <an organization>.

<He> has deluded <himself> into believing <an organization> will help <him> become a Warchief and, once <he> has power, <he> will be able to keep all <he> has achieved. <His> many scars bear witness to <his> ineptitude and history of failure. <He> is a craven little thing whose only chance of success is in spite of <himself>."
6105,"Carley is one of the many main characters that appears in Telltale Games' The Walking Dead: Season One. She is a regional news reporter from Atlanta and a very skilled shooter. Carley's role is more active and she's never afraid to speak her mind. Having spent her time in war-zones as a correspondent, she presumably acquired basic knowledge of firearms and survival tactics that allows her to hold out during the outbreak.

Meeting Lee &amp; Clementine in Macon, they later develop some kind of love relationship. Like the rest of the group, she cares about the members' welfare. Carley wants to save every survivor and give everyone a chance. Being very respectful and thoughtful, she reassures Lee that she will keep the secret to herself when he chooses to admit his past to her.

Not much is known about Carley's personal life, other than that she was raised Lutheran. The production crew drove to Macon to cover the Cherry Blossom Festival and that's when they were attacked by walkers. She was forced to watch her producer being eaten alive just a few feet away from her. Carley was saved by a guy called Doug.

Sadly, her life takes a turn for the worse as you get deeper into the story.",[1871],Carley,1,"<the character> is one of the many main characters that appears in <a company>' <The game>. <she> is a regional news reporter from <a location> and a very skilled shooter. <the character>'s role is more active and <she> is never afraid to speak <her> mind. Having spent <her> time in war‑zones as a correspondent, <she> presumably acquired basic knowledge of firearms and survival tactics that allows <her> to hold out during the outbreak.

Meeting <a character> & <a character> in <a location>, they later develop some kind of love relationship. Like the rest of the group, <she> cares about the members' welfare. <the character> wants to save every survivor and give everyone a chance. Being very respectful and thoughtful, <she> reassures <a character> that <she> will keep the secret to <herself> when <he> chooses to admit <his> past to <her>.

Not much is known about <the character>'s personal life, other than that <she> was raised Lutheran. The production crew drove to <a location> to cover <a event> and that's when they were attacked by walkers. <she> was forced to watch <her> producer being eaten alive just a few feet away from <her>. <the character> was saved by <a character>.

Sadly, <her> life takes a turn for the worse as you get deeper into the story."
315,"Miranda Lawson is a human Cerberus Officer. As Jacob Taylor's informant, she gives him guidance and advice during missions, often via hologram. Miranda is very well traveled and has many contacts, extending from Citadel space and the Terminus Systems, to as far as the hostile Nemean Abyss. Her vast network of contacts may be explained by the fact Miranda is a known Cerberus operative, one who still has friends — or at least friends of friends — in the Alliance military. 
 
Miranda is a potential romantic interest for a male Commander Shepard.",[74],Miranda Lawson,1,"<the character> is a human <an organization> Officer. As <the character>'s informant, <she> gives <him> guidance and advice during missions, often via hologram. <the character> is very well traveled and has many contacts, extending from <a location> and <a location>, to as far as the hostile <a location>. <her> vast network of contacts may be explained by the fact <the character> is a known <an organization> operative, one who still has friends — or at least friends of friends — in <an organization> military.

<the character> is a potential romantic interest for a male <the character>."
1112,"Mario Auditore (1434 – 1500) was the leader of the Italian Brotherhood of Assassins from at least 1476 to his death, a condottiero, and the ruler of Monteriggioni from 1454 until his death.","[127, 113]",Mario Auditore,0,"<the character> (1434 – 1500) was the leader of <an organization> from at least 1476 to <his> death, a condottiero, and the ruler of <a location> from 1454 until <his> death."
