id,created_at,description,games,mug_shot,name,slug,updated_at,url,checksum,character_gender,character_species,akas
5352,1438931494,"Solid Snake, real name David, also known as Old Snake, and briefly known as Iroquois Pliskin, or simply Snake, was a former spy, special operations soldier, and mercenary. Possessing an IQ of 180 and fluent in six languages,[1][5] he was known as ""the Man Who Makes the Impossible Possible"" and his exploits made him into a living legend among the military black ops. 
 
A product of Les Enfants Terribles project, Snake was a clone of world-renowned soldier Big Boss, along with his brothers Liquid Snake and Solidus Snake. Initially a Green Beret, Snake was later inducted into the High-Tech Special Forces Unit FOXHOUND in the mid-1990s while it was commanded by Big Boss. Repeatedly tasked with disarming and destroying the latest incarnation of Metal Gear, a bipedal nuclear weapon-armed tank, Snake would thrice avert potential nuclear catastrophe, becoming a famed war hero. 
 
Following the Shadow Moses Incident and subsequent smear campaign by the Patriots, the secret organization behind American politics, Snake was labeled a terrorist. He faked his own death in the Manhattan Tanker Incident, though he re-emerged years later to assist Raiden in the Big Shell Incident. During this time, his body entered a state of accelerated aging, due to intentional genetic changes made during the cloning process, causing his health to decline. 
 
In 2014, Snake performed his final mission, during which he defeated Liquid Ocelot and destroyed the Patriots. After one last encounter with Big Boss, Snake chose to live his remaining days in peace.","[375, 4006]",4019,Solid Snake,solid-snake,1604364633,https://www.igdb.com/characters/solid-snake,11ed1b8e-24bc-398e-7f4a-370aa3c74c49,0,1,"['Old Snake', 'David']"
2063,1412519232,"Lithariel is the daughter of Lady Marwen, Queen of the Shore. As an infant, she was the only survivor of a trading ship which fell prey to the raids of the Tribesmen. Queen Marwen adopted the infant as a daughter and she is now the first in line for the throne. 
 
No one questions Lithariel's authority. She grew up quickly among the Tribesman and has taken their values as her own. A tough warrior, she is resourceful and honorable to a fault. She has never surrendered in a battle, even when it cost those following her their lives.",[3025],3830,Lithariel,lithariel,1499896553,https://www.igdb.com/characters/lithariel,99a7e3e8-3bf9-e33f-a272-84dbe825a9f3,1,5,
5100,1433110946,"Abe is the central character in the Oddworld video game series, created by Oddworld Inhabitants. He first appeared in the 1997 game ""Oddworld: Abe's Oddysee."" Abe is a Mudokon, a species native to the planet Oddworld. He starts as a lowly floor waxer at RuptureFarms, the largest meat-processing plant on Oddworld, run by the ruthless Glukkons. The Mudokons are enslaved by the Glukkons and forced to work in dangerous and oppressive conditions.

Abe’s journey begins when he accidentally discovers that RuptureFarms plans to turn Mudokon slaves into a new line of meat products to save the failing company. Shocked and horrified by this revelation, Abe decides to escape from the factory and rescue as many of his fellow Mudokons as possible. His adventure involves solving intricate puzzles, sneaking past guards, and utilizing his unique ability to possess Sligs, the factory's enforcers.

Throughout the series, Abe evolves from an unsuspecting worker to a determined hero and liberator. He becomes a symbol of hope and resistance for the oppressed Mudokons. In ""Oddworld: Abe’s Exoddus"" (1998), he continues his mission, tackling new challenges and enemies as he aims to free his people from exploitation and enslavement.

Abe is characterised by humility, resourcefulness, and a strong sense of justice. His distinctive appearance, with blue-green skin, a topknot, and a stitched mouth, combined with his compassionate personality, has made him an iconic character in the world of video games. The Oddworld series has continued to evolve, with remakes and new entries keeping Abe's story alive and engaging for new generations of players.","[1000, 1001, 25076]",3901,Abe,abe,1723137857,https://www.igdb.com/characters/abe,c672e655-7598-81a8-bf27-54f335bd48d6,0,2,
6438,1448840964,"Hel is a Goddess and the keeper of the dead, lying judgement on souls to decide to is reborn. Beautiful and terrible she has both sides of two extremes. She's the daughter of the trickster God, Loki which means that her destiny was pretty much doomed to darkness from the very start. All-Father Odin had a prophecy that Hel and her siblings would end up creating Ragnarök, the battle that would end everything.  Wanting to prevent this, he cast them all into different realms and Hel got to rule over the realm of dead. 

When she was born, her face was cast half in light, half in shadow, meaning that she was both dead and alive at the same time. As the spirits of the kind-hearted, the sick, the elderly were brought to her, she cared for them, gave them comfort, yet those she deemed evil she mercilessly hurled into the frozen depths of Niflheim. 

One day, Hel will fulfill her prophecy, though it's still unknown if she will be a shadow of darkness or a force of light.","[6326, 14298]",3703,Hel,hel,1474374572,https://www.igdb.com/characters/hel,bac43a17-7bf8-7c2b-a7a2-a5454a20bcc2,1,5,
4438,1431266776,"The Big Bad Wolf, or Bigby Wolf as he calls himself in The Wolf Among Us, is the main protagonist and playable character in the game. Long time ago in the Homelands, Bigby was born with a group of seven cubs to Winter Wolf after being courted by the powerful North Wind. He was often teased by his brothers, but loved greatly by his mother until the day she died. When the others went out looking for their father, Bigby stayed to protect the corpse from bounty hunters. At that time, he was too weak to defend anything.

Angered by the loss, he swore vengeance, promising to eat something bigger as each day passed until he became large enough to confront his father. Seven times he tried, and seven times he failed, eventually burying his hatred and grief deep inside his heart. Around that time he became known as ""The Big Bad Wolf"" of legend. He often terrorized Little Red Riding Hood, attempting to devour her as he was stopped by the Woodsman who cut him open and filled him up with stones. That's also when the two of them became enemies.

After a series of events, Snow White tracks Bigby down and asks him to come to Fabletown. There, he becomes the sheriff with a duty to protect the Fables from mundies (humans) as well as themselves. Many people are still scared of the Wolf because of his past, and has a hard time trusting him. 

As a bit of a loner, however, he tries to prove to everyone day after day that he's not the same person anymore, and that he's capable of being the sheriff that everyone needs.",[2993],3615,Bigby Wolf,bigby-wolf,1632236999,https://www.igdb.com/characters/bigby-wolf,35ef75d6-b039-1da8-b3b6-e2e38db29020,0,3,['The Big Bad Wolf']
2062,1412519232,"Ratbag the Uruk craves power without knowing what he would do with it. He cannot heft a heavy weapon over his head, but he will, stupidly perhaps, attempt to claw his way to the top of Sauron's Army by aligning with his people's great enemy, the Gravewalker. 
 
He has deluded himself into believing the Ranger will help him become a Warchief and, once he has power, he will be able to keep all he has achieved. His many scars bear witness to his ineptitude and history of failure. He is a craven little thing whose only chance of success is in spite of himself.",[3025],3831,Ratbag,ratbag,1499896968,https://www.igdb.com/characters/ratbag,ae211848-0ab4-ce61-6058-0e9b6e5643b7,0,5,
6105,1447506120,"Carley is one of the many main characters that appears in Telltale Games' The Walking Dead: Season One. She is a regional news reporter from Atlanta and a very skilled shooter. Carley's role is more active and she's never afraid to speak her mind. Having spent her time in war-zones as a correspondent, she presumably acquired basic knowledge of firearms and survival tactics that allows her to hold out during the outbreak.

Meeting Lee &amp; Clementine in Macon, they later develop some kind of love relationship. Like the rest of the group, she cares about the members' welfare. Carley wants to save every survivor and give everyone a chance. Being very respectful and thoughtful, she reassures Lee that she will keep the secret to herself when he chooses to admit his past to her.

Not much is known about Carley's personal life, other than that she was raised Lutheran. The production crew drove to Macon to cover the Cherry Blossom Festival and that's when they were attacked by walkers. She was forced to watch her producer being eaten alive just a few feet away from her. Carley was saved by a guy called Doug.

Sadly, her life takes a turn for the worse as you get deeper into the story.",[1871],3639,Carley,carley,1502310050,https://www.igdb.com/characters/carley,5bbf6b39-7af0-fb0f-833c-676499f83aaa,1,1,
315,1388429403,"Miranda Lawson is a human Cerberus Officer. As Jacob Taylor's informant, she gives him guidance and advice during missions, often via hologram. Miranda is very well traveled and has many contacts, extending from Citadel space and the Terminus Systems, to as far as the hostile Nemean Abyss. Her vast network of contacts may be explained by the fact Miranda is a known Cerberus operative, one who still has friends — or at least friends of friends — in the Alliance military. 
 
Miranda is a potential romantic interest for a male Commander Shepard.",[74],3852,Miranda Lawson,miranda-lawson,1526390197,https://www.igdb.com/characters/miranda-lawson,4e5e7e6b-b229-6394-7e70-c9140e657c4c,1,1,
1112,1409444634,"Mario Auditore (1434 – 1500) was the leader of the Italian Brotherhood of Assassins from at least 1476 to his death, a condottiero, and the ruler of Monteriggioni from 1454 until his death.","[127, 113]",4047,Mario Auditore,mario-auditore,1641980332,https://www.igdb.com/characters/mario-auditore,1b27ff5c-e06c-d289-b056-648df494fad8,0,1,
8128,1462581865,"Noel Kreiss is a playable character of Final Fantasy XIII-2, and a supporting character in Lightning Returns: Final Fantasy XIII.

When Noel was born in the Farseer tribe (that lived a nomadic life), he was the second to last child. After the Cocoon came crashing down, it's crystal shattering, the event left the world in ruins and warfare broke out that killed the majority of mankind.

When Noel travels back in time, he's the last remaining human being from 700 AF. He goes back to the past in order to try and change the outcome of his existence. He meets Lightning in Valhalla, who tells Noel about her sister and how she wants him to help them reunite while changing the future. Doing as he was told, he then goes to meet with Serah and quickly becomes her friend.

At first, Noel is cocky and confident, yet cheerful and soft-spoken. He's a self-sufficient fighter and a hunter that sadly suffers from amnesia thanks to the time paradox. Coming from a future where humanity is almost extinct, he has some trouble with his speech, so he tends to speak in a straightforward manner. The boy loves meeting new people and explore new places. Being very protective of others, he quickly starts caring for Serah and tries his best to protect her. Noel stands by his beliefs and morals, and as a remnant from his upbringing, values life and is reluctant to hurt or kill others unless necessary. This is the reason why he doesn't like Serah's boyfriend Snow, who has a very brash personality with the heads in the clouds.",[2449],3644,Noel Kreiss,noel-kreiss,1721146444,https://www.igdb.com/characters/noel-kreiss,6b2934a8-2c5e-ce7b-3fea-544dc0598847,0,1,
2134,1413229826,"Kratos was born in Sparta and became a fierce warrior. In a desperate moment during battle, he pledged his life to Ares in exchange for victory, becoming his servant. Ares, manipulating Kratos, caused him to slaughter his own wife and daughter, leading to Kratos’ deep hatred for the gods.

Fueled by rage and guilt, Kratos renounced Ares and embarked on a quest to destroy him, ultimately becoming the new God of War. His journey didn't end there; seeking revenge against the entire pantheon, Kratos waged war against the gods of Olympus, resulting in the destruction of the Greek world.

Years later, Kratos finds himself in the Norse realm, seeking a peaceful life with his son, Atreus. Despite his attempts to leave his past behind, he becomes entangled in the conflicts of the Norse gods. This new journey focuses on his relationship with Atreus and his struggle with his own violent nature as he faces gods and monsters of Norse mythology.","[1291, 549, 499, 551, 550, 19560]",3877,Kratos,kratos,1717638883,https://www.igdb.com/characters/kratos,216cd14e-a7b0-4ead-52b1-817200d038c1,0,5,['God of War']
16701,1680677304,"Emil, also known as No. 7, is a companion and deuteragonist in NieR, its remake, NieR Replicant ver.1.22474487139..., and a minor character in NieR:Automata.

A young boy that joins Nier's party towards the end of Act I, cursed with the ability to turn anyone who sees his eyes to stone. He is the younger twin brother of Halua.

In Act II, Emil reveals himself to be No.7, an ancient weapon created through human experimentation. He is ultimately transformed into a skeleton-like being after fusing with Halua, but retains his soul and gains new powers.

In NieR:Automata, Emil is revealed to have survived the events of NieR. A disembodied copy of Emil is briefly encountered inside the head of a machine, and is later seen attached to a moving sales cart where he offers his wares for the roaming androids of YoRHa. He recovers his memories with the androids' help and reveals he and countless other Emils were created by the original Emil to fight against the aliens.",[113345],4145,Emil,emil,1713213614,https://www.igdb.com/characters/emil,bd1e950f-3a2c-e058-f257-d25972b5f7e6,0,1,
136,1385228850,"The G-Man is a mysterious and enigmatic character encountered several times in the Half-Life series. Referred to as a ""sinister interdimensional bureaucrat"",[3] he is known to display peculiar behavior and to wield powers far beyond those of a human. His identity and motives remain completely unexplained. His allegiance also remains unknown to this day. 
He plays the role of an overseer and eventual employer, watching over Gordon Freeman and other characters as the series progresses, at times helping or hindering them.",[233],3492,G-Man,g-man,1551974951,https://www.igdb.com/characters/g-man,bc1b1463-7f3b-f8e0-8916-7548231c9ca1,0,5,
8136,1462833612,"Mr. Satan, also known as Hercule, is the World Martial Arts Champion and the Earth's protector in the Dragon Ball Z animation and video games. His real name is actually Mark. When Mark was young, he attended a fighting dojo called ""Satan Castle."" Through a combination of considerable power and good luck, he quickly became world champion and was called ""Mr. Satan"" after the name of his dojo. During the Dragon Ball X time period, Mr. Satan won the champion title by beating normal earthlings in a time when Goku and the other fighters were battling on Namek. He was already famous and rich, which resulted in him also being a egomaniac. On television he kept talking big about his strength and that he was the best fighter in the world.

Using his fame as ""the Hero who defeated Cell"", he seduces and sleeps with girls, acting like a leech who always turns his head when seeing a pretty face. He is very protective of his daughter Videl however, and would not allow her to hang out at any boy's house unless they are tougher than him.

If you dig deeper down in Mark's personality, he's actually a decent and honorable man with a kind heart. He genuinely cares about protecting the innocent and fighting for justice the best as he can. He shows moments of great courage when his family and friends are threatened by evil.",,3624,Mr. Satan,mr-satan,1473425910,https://www.igdb.com/characters/mr-satan,f72dbabe-d705-1d5a-80da-ed021286438d,0,5,"['ミスター・サタン', 'マーク', 'Mark']"
1898,1410986354,"Dante is the primary protagonist of the Devil May Cry series created and published by Capcom. In the first four games, Dante is a private investigator and a demon hunting vigilante. He want to track down and kill those who murdered his mother and corrupted his brother. He is the son of Sparda who is a demon of great power. That's why Dante possesses numerous powers beyond that of any human. He can use a combination with a variety of weapons to accomplish his goals.

Named after the Italian poet Dante Alighieri, the character was designed to fit Devil May Cry game designer Hideki Kamiya's vision of a ""cool and stylish"" man, and his personality was based on the title character of the manga series Cobra. Dante's arsenal usually consists of firearms and melee weapons, including ""Ebony and Ivory"", twin handguns that never need reloading, as well as a variety of swords such as the ""Rebellion"" and ""Force Edge"", Devil Arms created by his father.

Dante has also become one of the most popular characters in gaming, having been recognized for his role in the Devil May Cry series and various characteristics that have attracted gamers. However, Dante's redesign and characterization in the reboot was the subject of controversy amongst gamers.","[1254, 134, 76253]",3649,Dante,dante,1556012237,https://www.igdb.com/characters/dante,fa3ce701-b2f4-7f97-e863-93d1d8bb96e2,0,5,['ダンテ']
3465,1422269385,"Christa is a main character who first appears in Telltale Games's The Walking Dead: Season One, played by voice actress Mara Junot. She is much more serious than her boyfriend Omid, but loves him deeply and is concerned for the safety of the group. After Lee's death, Christa and Omid take up Lee's role as Clementine's guardians.

Little is known about Christa's life before the outbreak. She lived in a San Francisco apartment, and she and her boyfriend, Omid, were taking the ""All-American Road Trip"" when the apocalypse began...","[3097, 1871, 14879, 55028]",3558,Christa,christa,1559296773,https://www.igdb.com/characters/christa,4cc05b04-5933-18a2-4345-686fe0d2495b,1,1,
9694,1472641490,"Bwana is the main character in The Journey Down. He runs a gas station with his friend Kito in the shady corner of Kingsport Bay, at the outskirts of St Armando. They struggle hard to get costumers since the place is a bit run-down. The gas station, also known as Gas 'n' Charter, has been run by the guys ever since they were mysteriously abandoned by their adoptive father.

Little does Bwana know that he's about to be thrown into a emotional and spine-tingling adventure when he one day is approached by a mysterious woman from Agibo University called Lina. She is seeking a lost book that may hold the illegal secret to reaching the Underland. Bwana takes this as a chance to get out of the misery, and convinces Kito to come with them. Together they embark on this mysterious journey and Bwana hopes that he can finally uncover the true fate of their long lost father, Captain Kaonandodo.",,3640,Bwana,bwana,1517071681,https://www.igdb.com/characters/bwana,0a56d3cc-b37a-0731-2db1-cda5cddc83c8,0,5,
9026,1465587719,"Trundle (League of Legends) is a devious troll with a mischievous streak. He can bend anyone to his will, as well as beat anyone and anything into submission. During a fight, he chills his enemies with his massive, frozen club and runs them through with shards of sharp ice. Trundle chases down anyone foolish enough to enter his domain and laughs as they bleed onto the tundra.

Trundle's warband once followed a weak leader, and were very foolish and cowardly. He feared that his kind would fall prey to other troll hordes. When he tried to win over the leader, but failing, he made up a story to fool others that if he found a weapon that would weird a great power, he would be the rightful leader of the warband. The trolls actually believed this story, but didn't think that he would succeed in his task.

Leaving the safety of his home, he went into the realm of the scary Ice Witch, hoping to find a weapon to prove his elaborate tale. Finally, he found his prize: a magical club of never-melting True Ice. Grabbing the weapon, the cold power run through him just as the Ice Witch appeared. Not wanting to die like this, she told the witch that she could use his troll army and that it would be a huge benefit for her.

Returning home, Trundle killed the leader after naming her weapon ""Boneshiver"" and took control of the warband. With Trundle leading the charge, the time of the trolls had finally come.",,3674,Trundle,trundle,1473343249,https://www.igdb.com/characters/trundle,28c254d6-3515-1394-b91c-e77c4a22b24c,0,5,
3154,1420757793,Knuckles the Echidna from the Sonic the Hedgehog franchise by Sega.,"[5322, 103018]",3598,Knuckles,knuckles,1559296876,https://www.igdb.com/characters/knuckles,a1391041-ed45-ecb1-4f3b-a172f55f5cd0,0,3,['Knuckles the Echidna']
3155,1420757793,"The character Doctor Ivo ""Eggman"" Robotnik is the man antagonist of the Sonic the Hedgehog franchise, created by Sega. Being a mad scientist, he constantly plans to conquer the world in order to fulfill his dream: to build his own Eggman Empire. He's the archenemy of Sonic, and wants to do everything in his power to stand as the last winner. Spme of Eggman's basic characteristics is his egg-shaped body, his sunglasses, his clothing in red, black and yellow, as well as his very large mustache.

Outside of appearing in almost every Sonic the Hedgehog video game, he's also a recurring character in other media such as comics, animations and novels.

Eggman loves machines and is often described as a genius with an IQ of 300. He doesn't care for others' opinions and never gives up on his desire to build the ultimate ""utopia"". Whoever interrupt his plans, becomes a prime threat and a target. Although Sonic has always ruined his evil plans, Eggman holds a secret respect for his determination.

Many of the robots in the earlier games are actually animals that Robotnik trapped in mechanical outfits. These are the same animals that Sonic frees at the end of each level.","[5322, 103018, 7858]",3497,Dr. Eggman,dr-eggman,1680676687,https://www.igdb.com/characters/dr-eggman,8ffb2134-a6cd-7fcf-83fc-a854db27e4a3,0,1,"['Dr. Robotnik', 'Eggman', 'Robotnik', 'ドクター・エッグマン', 'ロボトニック']"
10467,1486705093,"Circus Baby (commonly referred to as Baby) is the secondary antagonist of the Five Nights at Freddy’s series and the animatronic mascot of Circus Baby's Pizza World invented by Afton Robotics, LLC and made for Fazbear Entertainment, Inc.

Baby is haunted by the soul of Elizabeth Afton, who was the daughter of the serial killer William Afton. However, during the completion ending, Elizabeth's soul was presumably set free.",[115304],4120,Circus Baby,circus-baby,1680677017,https://www.igdb.com/characters/circus-baby,48912dda-e754-a790-0fb6-6d8fe3bcc725,1,4,['Baby']
1453,1410422808,"Geralt of Rivia (or Geralt z Rivii in Polish) is a witcher and the main protagonist of The Witcher game series by CD Project RED. However, he originally comes from a series of books with the same name, written by Andrzej Sapkowski. As a witcher and a monster hunter, you can hire him for anything, as long as he gets paid for it. Geralt possesses nearly superhuman abilities and is an expert with swords. During The Witcher 3: Wild Hunt (in 1272), Geralt's mentor Vesemir says that he is ""nearly a century old"".

Geralt's mother, Visenna, left him with the witchers in Kaer Morhen, where he grew up. During this time, to appear more trustworthy to future clients, young witchers were encouraged to make up surnames for themselves. Geralt wanted to pick ""Geralt Roger Eric du Haute-Bellegarde"", but Vesemir saw the names as silly and unprofessional, leaving him with Geralt, and Geralt only. Even though he didn't come from Rivia, ""Of Rivia"" was a practical alternative as a last name. Geralt adopted the name and even started to talk with a Rivian accent so that he would appear more authentic. Except from that name, the dryads gave him the nickname ""The White Wolf"".

During the ""Trial of the Grasses"", Geralt survived numerous mutations, and he was one of the few who survived. That's why his hair is white (no pigment), and his senses better and stronger than others. When his witcher training was over, he embarked on his horse called Roach (giving the same name to every one of his horses), to become the slayer of monsters.

For his services, as a reward, Geralt wanted the unborn child of princess Pavetta. However, when he found out that it was a girl, he decided not to take her. But fate caused Geralt and Pavetta's daughter Ciri to cross paths multiple times, and after the death of queen Calanthe (Ciri's grandmother), The White Wolf decided to take care of the girl. He soon came to love her as his own daughter.

Geralt's love of his life is called Yennefer of Vengerberg, and he also has a really close friend that goes by the name Dandelion. He's a poet and a bard with a wild imagination and a love for girls.","[478, 80, 1942, 76885]",4134,Geralt of Rivia,geralt-of-rivia,1689067951,https://www.igdb.com/characters/geralt-of-rivia,d069ee46-0b96-21c8-981d-dc2cc179d9d2,0,1,"['Geralt', 'Gwynbleidd', 'Butcher of Blaviken', 'White Wolf', 'Ravix of Fourhorn']"
7155,1455447056,"Delilah is the deuteragonist of Firewatch and the supervisor of Henry, the game's protagonist. Henry remains in nearly constant contact with her via radio and can be reached at any time she or Henry starts a conversation or Henry finds something worth of reporting to her, except during sections taking place in the cave. As the game progresses, increasing doubt is shed on Delilah, her relationship with Henry, her affiliation and what she potentially knows. As such, the player has the choice when making discoveries to report to her or not. The player never meets Delilah in person, leaving her appearance a mystery.","[9730, 6574]",3634,Delilah,delilah,1517083960,https://www.igdb.com/characters/delilah,e5e6650c-8427-0dc9-b239-4d8b0924d805,1,1,
3459,1421937090,"Good looking, smooth as silk, and silver-tongued, Mike is the resident ladykiller. He's had more girlfriends than he's had hot dinners, which can cause a few problems when a few of them are in his immediate circle of friends...

Mike is a man of action. He's always the first to volunteer, the first to make a suggestion. With a narcissistic streak, there's no denying that he likes the attention that comes with being the man who stands up and can get things done.","[8576, 7609, 180]",3605,Michael Munroe,michael-munroe,1632237001,https://www.igdb.com/characters/michael-munroe,ec18c430-b068-dee6-fcee-0aac221f7e4c,0,1,['Mike']
8156,1462883875,"Morrigan Aensland is a fictional character in the video game series Darkstalkers. She first appeared in Darkstalkers: The Night Warriors. She is an anti-hero and a main protagonist alongside Demitri Maximoff. 
 
Morrigan Aensland is a succubus who was born in 1678 in a region of Scotland. Belial foresaw that Makai would be exposed to the crisis of perishing soon. Someone, a great Life Form, would be needed to maintain the unbalanced world of Makai. He foresaw that one with such power would not be born in the family of Aensland for another 1,200 years. Knowing this, he decided to leave the future of the Aensland family in Morrigan's hands. To Belial, the future of the Aensland family was the same as the future of Makai. 
 
Beautiful, sexy, confident, conceited, and playful, Morrigan may be called many things given that she is a succubus, but she is not truly evil despite her heritage as a demon of the Makai realm. Instead she is friendly and approachable, perhaps in part due to her frequent visits to the material world to pursue her hedonistic tendencies and has found herself willingly aligned with the forces of good on many occasions. Morrigan is always out to satisfy her hunger and will often shirk her responsibilities as the current head of the Aensland estate to find something more engaging.",,4008,Morrigan Aensland,morrigan-aensland,1601819097,https://www.igdb.com/characters/morrigan-aensland,48099b19-6a02-aa1b-7dd5-4982bba2c1b6,1,5,"['モリガン=アーンスランド', 'Morigan Ānsurando']"
3161,1420757793,"Miles ""Tails"" Prower, from the Sonic the Hedgehog franchise by Sega.","[5322, 103018]",3599,Tails,tails,1559296874,https://www.igdb.com/characters/tails,d6899095-3da0-d7a6-dc6e-0b72731cdbd7,0,3,"['Miles Tails Prower', 'Miles Prower', 'Miles ""Tails"" Prower']"
11042,1509464347,"This character is from TES 5 Skyrim mod called Bruma. 
 
A khadjit who lives in Bruma. Originally from Elsweyr Dar'taqto has lived most of his life in Cyrodil. He says that he moved from Elsweyr so long ago that does not rememder what the reason was. Maybe he just doens't want to tell the reason. 
 
Dar'taqto seems to have warm feelings towards Elsweyr. He can even tell the protagonist ""You are to Dar'taqto as the sun is to Elsweyr... I mean - a good friend"". 
He says that he would like to become emperor one day. It seems that he is dissapointed in current emperor. 
 
Dar'taqto gets banned from Bruma but the protagonist can help him by taking him along as follower. 
 
He fights enemies with two battle axes. Dar'taqto wears light armor. 
 
WARNING: The outfit on the picture is not his original outfit. The picture is taken at Skaal Village, Soltheim.",[19221],3850,Dar'taqto,dartaqto--2,1522430523,https://www.igdb.com/characters/dartaqto--2,fa24caaa-a735-7c24-2585-2a904619c34c,0,5,
6165,1448319977,Nick Valentine is a synth detective and potential companion living in Diamond City. He is found in Vault 114 in 2287.,[9630],3567,Nick Valentine,nick-valentine,1533595225,https://www.igdb.com/characters/nick-valentine,d9fbcb35-136c-4b2e-3b32-6b1077226f00,0,5,
1044,1409444053,"Elizabeth is a character and A.I. companion in BioShock Infinite.
With the game set in 1912 on a sky city (named Columbia) , Elizabeth is to take over the city once its current leader (or ""Prophet""), Father Comstock, dies. Elizabeth can make and exploit ""tears"", rips to other universes, allowing her to move between them and/or bring in items from them. To prevent her from leaving Columbia, a remote ""Siphon"" is made which limits her powers, and she is locked in a tower under study and guarded by a giant mechanical bird known as Songbird.","[538, 11416, 19297, 54220, 54218]",3510,Elizabeth,elizabeth,1562246773,https://www.igdb.com/characters/elizabeth,a2fe8194-83d9-56d1-02d2-c69694632f6e,1,1,
1053,1409444443,"Alan Wake was born and raised in New York City. He developed a passion for writing at a young age, eventually leading to a successful novelist career. His most famous works are thriller novels, which have earned him a large and dedicated following. Despite his success, Alan struggles with writer's block and personal issues, including a strained relationship with his wife, Alice.

In an attempt to overcome his writer's block, Alan and Alice take a vacation to the idyllic town of Bright Falls. However, their peaceful retreat quickly turns into a nightmare when Alice disappears under mysterious circumstances. Alan discovers pages of a manuscript he doesn't remember writing, detailing events that start to come true in real life.

As he searches for Alice, Alan encounters dark supernatural forces known as the ""Taken,"" shadowy entities controlled by a malevolent presence called the ""Darkness."" He learns that the town and its surroundings are influenced by this dark power, which has trapped him in a nightmarish reality where his own writing becomes a weapon and a tool for survival.

A crucial figure in Alan's journey is Thomas Zane, a poet who lived in Bright Falls decades earlier and had a similar encounter with the Darkness. Zane’s writings and his struggle against the Darkness provide Alan with clues and guidance on how to fight supernatural forces.

In the end, Alan realizes that to save Alice and stop the Darkness, he must make a significant sacrifice. He writes a conclusion to the horror story he is trapped in, allowing Alice to escape while he remains in the dark, nightmarish world beneath Cauldron Lake. This act of self-sacrifice shows his character's deep love for his wife and his determination to end the cycle of terror.","[1062, 2602, 3750]",4148,Alan Wake,alan-wake,1717638886,https://www.igdb.com/characters/alan-wake,3dd5beed-3bd6-0484-d7b4-e4162025dfe8,0,1,
3463,1422269384,"Clementine, affectionately nicknamed Clem or Sweet Pea, is one of the main characters in the game The Walking Dead, by Telltale Games. She's not playable in season one, but the story still involves heavily around her. She is kind, polite and very mature for her age, acting as a moral compass of the group. Clementine is remarkably smart and good when it comes to improvising. She can be very practical during dire situations. She's more careful than other kids as she is aware of the current events going on. However, despite her maturity, Clementine is still relatively innocent in the way children are.

During the outbreak, Clementine ends up hiding in her tree-house after her babysitter goes missing, and her parents doesn't return home from vacation. A guy called Lee (the playable character) soon finds her and decides to take her with him after having to battle the babysitter who died and became a zombie. Together they embark on a long journey to find safety and eventually becomes very fond of each other.

After losing the people closest to her, Clementine becomes hardened and more mature in her outlook, but still bravely overcomes the dangers of a post-apocalyptic world head-on and tries her best to maintain some of her previous faith in humanity, hanging on to what Lee taught her and her own values.","[3097, 1871]",3876,Clementine,clementine,1539587013,https://www.igdb.com/characters/clementine,50aee4fe-ebb3-5153-7a96-9b7bfcbec386,1,1,['Clem']
11954,1544386558,"Big-Foot/Sasquatch the names don't matter but the legend remains the same. Thought to be nothing more than superstition by Native's of the land; the Big-Foot is half man, half beast in the form of a hairy ape. 
 
The beast is rumored to have the strength of ten men and the ferocity of a grizzly bear, in Terrordrome the Sasquatch is neither friend nor foe, it simply wants to be left in peace but the chaos going on around it has caused it to awaken from it's slumber and take the fight back to the enemy.",,3887,Sasquatch,sasquatch,1545535385,https://www.igdb.com/characters/sasquatch,16a316c3-3ab3-a59c-1fbd-f6cc6a2065ac,2,5,['BigFoot']
3466,1422269385,"If you play The Walking Dead: Season One by Telltale Games, you will meet Omid who is one of the many main characters. Omid is very friendly, kind-hearted and loving. He cares deeply for his girlfriend, Christa. Even though the world is going to hell, Omid has a positive view on life and tries to stay strong for others around him. He is often seen as the comic-relief of the group, and tries hard to lift the spirits of his companions. However he's not into heavy and troubling topics and tries to avoid it as much as possible. Additionally, Omid is assumed to be really intelligent, and is really into Civil War history. 

Before the zombie apocalypse, him and Christa shared an apartment in San Francisco. They owned a pet cat and enjoyed to travel. When the dead started to walk on the earth, they were on an ""all American road trip"". They went to Barstow, and had a Vegas Weekend together. Not much else is known about their past lives.

Christa and Omid later becomes Clementine's guardian &amp; swears to protect her.","[3097, 1871]",3663,Omid,omid,1502370470,https://www.igdb.com/characters/omid,497b91c8-389b-6960-3d13-62fd1c42a5f6,0,1,
11936,1539008628,"Grand Arch Master of the Order of One. 
 
Dupoint Lucroix is the Grand Master trying to keep order while his assistant Alexander seeks to use the evils of mankind to better himself.",,3856,Grand Master Dupoint Lucroix,grand-master-dupoint-lucroix,1570366305,https://www.igdb.com/characters/grand-master-dupoint-lucroix,451f55a7-688a-78e3-116b-6bff2741a5db,2,5,
