id,description,games,name,character_gender
8128,"Noel Kreiss is a playable character of Final Fantasy XIII-2, and a supporting character in Lightning Returns: Final Fantasy XIII.

When Noel was born in the Farseer tribe (that lived a nomadic life), he was the second to last child. After the Cocoon came crashing down, it's crystal shattering, the event left the world in ruins and warfare broke out that killed the majority of mankind.

When Noel travels back in time, he's the last remaining human being from 700 AF. He goes back to the past in order to try and change the outcome of his existence. He meets Lightning in Valhalla, who tells Noel about her sister and how she wants him to help them reunite while changing the future. Doing as he was told, he then goes to meet with Serah and quickly becomes her friend.

At first, Noel is cocky and confident, yet cheerful and soft-spoken. He's a self-sufficient fighter and a hunter that sadly suffers from amnesia thanks to the time paradox. Coming from a future where humanity is almost extinct, he has some trouble with his speech, so he tends to speak in a straightforward manner. The boy loves meeting new people and explore new places. Being very protective of others, he quickly starts caring for Serah and tries his best to protect her. Noel stands by his beliefs and morals, and as a remnant from his upbringing, values life and is reluctant to hurt or kill others unless necessary. This is the reason why he doesn't like Serah's boyfriend Snow, who has a very brash personality with the heads in the clouds.",[2449],Noel Kreiss,0
2134,"Kratos was born in Sparta and became a fierce warrior. In a desperate moment during battle, he pledged his life to Ares in exchange for victory, becoming his servant. Ares, manipulating Kratos, caused him to slaughter his own wife and daughter, leading to Kratos’ deep hatred for the gods.

Fueled by rage and guilt, Kratos renounced Ares and embarked on a quest to destroy him, ultimately becoming the new God of War. His journey didn't end there; seeking revenge against the entire pantheon, Kratos waged war against the gods of Olympus, resulting in the destruction of the Greek world.

Years later, Kratos finds himself in the Norse realm, seeking a peaceful life with his son, Atreus. Despite his attempts to leave his past behind, he becomes entangled in the conflicts of the Norse gods. This new journey focuses on his relationship with Atreus and his struggle with his own violent nature as he faces gods and monsters of Norse mythology.","[1291, 549, 499, 551, 550, 19560]",Kratos,0
16701,"Emil, also known as No. 7, is a companion and deuteragonist in NieR, its remake, NieR Replicant ver.1.22474487139..., and a minor character in NieR:Automata.

A young boy that joins Nier's party towards the end of Act I, cursed with the ability to turn anyone who sees his eyes to stone. He is the younger twin brother of Halua.

In Act II, Emil reveals himself to be No.7, an ancient weapon created through human experimentation. He is ultimately transformed into a skeleton-like being after fusing with Halua, but retains his soul and gains new powers.

In NieR:Automata, Emil is revealed to have survived the events of NieR. A disembodied copy of Emil is briefly encountered inside the head of a machine, and is later seen attached to a moving sales cart where he offers his wares for the roaming androids of YoRHa. He recovers his memories with the androids' help and reveals he and countless other Emils were created by the original Emil to fight against the aliens.",[113345],Emil,0
136,"The G-Man is a mysterious and enigmatic character encountered several times in the Half-Life series. Referred to as a ""sinister interdimensional bureaucrat"",[3] he is known to display peculiar behavior and to wield powers far beyond those of a human. His identity and motives remain completely unexplained. His allegiance also remains unknown to this day. 
He plays the role of an overseer and eventual employer, watching over Gordon Freeman and other characters as the series progresses, at times helping or hindering them.",[233],G-Man,0
8136,"Mr. Satan, also known as Hercule, is the World Martial Arts Champion and the Earth's protector in the Dragon Ball Z animation and video games. His real name is actually Mark. When Mark was young, he attended a fighting dojo called ""Satan Castle."" Through a combination of considerable power and good luck, he quickly became world champion and was called ""Mr. Satan"" after the name of his dojo. During the Dragon Ball X time period, Mr. Satan won the champion title by beating normal earthlings in a time when Goku and the other fighters were battling on Namek. He was already famous and rich, which resulted in him also being a egomaniac. On television he kept talking big about his strength and that he was the best fighter in the world.

Using his fame as ""the Hero who defeated Cell"", he seduces and sleeps with girls, acting like a leech who always turns his head when seeing a pretty face. He is very protective of his daughter Videl however, and would not allow her to hang out at any boy's house unless they are tougher than him.

If you dig deeper down in Mark's personality, he's actually a decent and honorable man with a kind heart. He genuinely cares about protecting the innocent and fighting for justice the best as he can. He shows moments of great courage when his family and friends are threatened by evil.",,Mr. Satan,0
1898,"Dante is the primary protagonist of the Devil May Cry series created and published by Capcom. In the first four games, Dante is a private investigator and a demon hunting vigilante. He want to track down and kill those who murdered his mother and corrupted his brother. He is the son of Sparda who is a demon of great power. That's why Dante possesses numerous powers beyond that of any human. He can use a combination with a variety of weapons to accomplish his goals.

Named after the Italian poet Dante Alighieri, the character was designed to fit Devil May Cry game designer Hideki Kamiya's vision of a ""cool and stylish"" man, and his personality was based on the title character of the manga series Cobra. Dante's arsenal usually consists of firearms and melee weapons, including ""Ebony and Ivory"", twin handguns that never need reloading, as well as a variety of swords such as the ""Rebellion"" and ""Force Edge"", Devil Arms created by his father.

Dante has also become one of the most popular characters in gaming, having been recognized for his role in the Devil May Cry series and various characteristics that have attracted gamers. However, Dante's redesign and characterization in the reboot was the subject of controversy amongst gamers.","[1254, 134, 76253]",Dante,0
3465,"Christa is a main character who first appears in Telltale Games's The Walking Dead: Season One, played by voice actress Mara Junot. She is much more serious than her boyfriend Omid, but loves him deeply and is concerned for the safety of the group. After Lee's death, Christa and Omid take up Lee's role as Clementine's guardians.

Little is known about Christa's life before the outbreak. She lived in a San Francisco apartment, and she and her boyfriend, Omid, were taking the ""All-American Road Trip"" when the apocalypse began...","[3097, 1871, 14879, 55028]",Christa,1
9694,"Bwana is the main character in The Journey Down. He runs a gas station with his friend Kito in the shady corner of Kingsport Bay, at the outskirts of St Armando. They struggle hard to get costumers since the place is a bit run-down. The gas station, also known as Gas 'n' Charter, has been run by the guys ever since they were mysteriously abandoned by their adoptive father.

Little does Bwana know that he's about to be thrown into a emotional and spine-tingling adventure when he one day is approached by a mysterious woman from Agibo University called Lina. She is seeking a lost book that may hold the illegal secret to reaching the Underland. Bwana takes this as a chance to get out of the misery, and convinces Kito to come with them. Together they embark on this mysterious journey and Bwana hopes that he can finally uncover the true fate of their long lost father, Captain Kaonandodo.",,Bwana,0
9026,"Trundle (League of Legends) is a devious troll with a mischievous streak. He can bend anyone to his will, as well as beat anyone and anything into submission. During a fight, he chills his enemies with his massive, frozen club and runs them through with shards of sharp ice. Trundle chases down anyone foolish enough to enter his domain and laughs as they bleed onto the tundra.

Trundle's warband once followed a weak leader, and were very foolish and cowardly. He feared that his kind would fall prey to other troll hordes. When he tried to win over the leader, but failing, he made up a story to fool others that if he found a weapon that would weird a great power, he would be the rightful leader of the warband. The trolls actually believed this story, but didn't think that he would succeed in his task.

Leaving the safety of his home, he went into the realm of the scary Ice Witch, hoping to find a weapon to prove his elaborate tale. Finally, he found his prize: a magical club of never-melting True Ice. Grabbing the weapon, the cold power run through him just as the Ice Witch appeared. Not wanting to die like this, she told the witch that she could use his troll army and that it would be a huge benefit for her.

Returning home, Trundle killed the leader after naming her weapon ""Boneshiver"" and took control of the warband. With Trundle leading the charge, the time of the trolls had finally come.",,Trundle,0
3154,Knuckles the Echidna from the Sonic the Hedgehog franchise by Sega.,"[5322, 103018]",Knuckles,0
3155,"The character Doctor Ivo ""Eggman"" Robotnik is the man antagonist of the Sonic the Hedgehog franchise, created by Sega. Being a mad scientist, he constantly plans to conquer the world in order to fulfill his dream: to build his own Eggman Empire. He's the archenemy of Sonic, and wants to do everything in his power to stand as the last winner. Spme of Eggman's basic characteristics is his egg-shaped body, his sunglasses, his clothing in red, black and yellow, as well as his very large mustache.

Outside of appearing in almost every Sonic the Hedgehog video game, he's also a recurring character in other media such as comics, animations and novels.

Eggman loves machines and is often described as a genius with an IQ of 300. He doesn't care for others' opinions and never gives up on his desire to build the ultimate ""utopia"". Whoever interrupt his plans, becomes a prime threat and a target. Although Sonic has always ruined his evil plans, Eggman holds a secret respect for his determination.

Many of the robots in the earlier games are actually animals that Robotnik trapped in mechanical outfits. These are the same animals that Sonic frees at the end of each level.","[5322, 103018, 7858]",Dr. Eggman,0
10467,"Circus Baby (commonly referred to as Baby) is the secondary antagonist of the Five Nights at Freddy’s series and the animatronic mascot of Circus Baby's Pizza World invented by Afton Robotics, LLC and made for Fazbear Entertainment, Inc.

Baby is haunted by the soul of Elizabeth Afton, who was the daughter of the serial killer William Afton. However, during the completion ending, Elizabeth's soul was presumably set free.",[115304],Circus Baby,1
1453,"Geralt of Rivia (or Geralt z Rivii in Polish) is a witcher and the main protagonist of The Witcher game series by CD Project RED. However, he originally comes from a series of books with the same name, written by Andrzej Sapkowski. As a witcher and a monster hunter, you can hire him for anything, as long as he gets paid for it. Geralt possesses nearly superhuman abilities and is an expert with swords. During The Witcher 3: Wild Hunt (in 1272), Geralt's mentor Vesemir says that he is ""nearly a century old"".

Geralt's mother, Visenna, left him with the witchers in Kaer Morhen, where he grew up. During this time, to appear more trustworthy to future clients, young witchers were encouraged to make up surnames for themselves. Geralt wanted to pick ""Geralt Roger Eric du Haute-Bellegarde"", but Vesemir saw the names as silly and unprofessional, leaving him with Geralt, and Geralt only. Even though he didn't come from Rivia, ""Of Rivia"" was a practical alternative as a last name. Geralt adopted the name and even started to talk with a Rivian accent so that he would appear more authentic. Except from that name, the dryads gave him the nickname ""The White Wolf"".

During the ""Trial of the Grasses"", Geralt survived numerous mutations, and he was one of the few who survived. That's why his hair is white (no pigment), and his senses better and stronger than others. When his witcher training was over, he embarked on his horse called Roach (giving the same name to every one of his horses), to become the slayer of monsters.

For his services, as a reward, Geralt wanted the unborn child of princess Pavetta. However, when he found out that it was a girl, he decided not to take her. But fate caused Geralt and Pavetta's daughter Ciri to cross paths multiple times, and after the death of queen Calanthe (Ciri's grandmother), The White Wolf decided to take care of the girl. He soon came to love her as his own daughter.

Geralt's love of his life is called Yennefer of Vengerberg, and he also has a really close friend that goes by the name Dandelion. He's a poet and a bard with a wild imagination and a love for girls.","[478, 80, 1942, 76885]",Geralt of Rivia,0
7155,"Delilah is the deuteragonist of Firewatch and the supervisor of Henry, the game's protagonist. Henry remains in nearly constant contact with her via radio and can be reached at any time she or Henry starts a conversation or Henry finds something worth of reporting to her, except during sections taking place in the cave. As the game progresses, increasing doubt is shed on Delilah, her relationship with Henry, her affiliation and what she potentially knows. As such, the player has the choice when making discoveries to report to her or not. The player never meets Delilah in person, leaving her appearance a mystery.","[9730, 6574]",Delilah,1
3459,"Good looking, smooth as silk, and silver-tongued, Mike is the resident ladykiller. He's had more girlfriends than he's had hot dinners, which can cause a few problems when a few of them are in his immediate circle of friends...

Mike is a man of action. He's always the first to volunteer, the first to make a suggestion. With a narcissistic streak, there's no denying that he likes the attention that comes with being the man who stands up and can get things done.","[8576, 7609, 180]",Michael Munroe,0
8156,"Morrigan Aensland is a fictional character in the video game series Darkstalkers. She first appeared in Darkstalkers: The Night Warriors. She is an anti-hero and a main protagonist alongside Demitri Maximoff. 
 
Morrigan Aensland is a succubus who was born in 1678 in a region of Scotland. Belial foresaw that Makai would be exposed to the crisis of perishing soon. Someone, a great Life Form, would be needed to maintain the unbalanced world of Makai. He foresaw that one with such power would not be born in the family of Aensland for another 1,200 years. Knowing this, he decided to leave the future of the Aensland family in Morrigan's hands. To Belial, the future of the Aensland family was the same as the future of Makai. 
 
Beautiful, sexy, confident, conceited, and playful, Morrigan may be called many things given that she is a succubus, but she is not truly evil despite her heritage as a demon of the Makai realm. Instead she is friendly and approachable, perhaps in part due to her frequent visits to the material world to pursue her hedonistic tendencies and has found herself willingly aligned with the forces of good on many occasions. Morrigan is always out to satisfy her hunger and will often shirk her responsibilities as the current head of the Aensland estate to find something more engaging.",,Morrigan Aensland,1
3161,"Miles ""Tails"" Prower, from the Sonic the Hedgehog franchise by Sega.","[5322, 103018]",Tails,0
11042,"This character is from TES 5 Skyrim mod called Bruma. 
 
A khadjit who lives in Bruma. Originally from Elsweyr Dar'taqto has lived most of his life in Cyrodil. He says that he moved from Elsweyr so long ago that does not rememder what the reason was. Maybe he just doens't want to tell the reason. 
 
Dar'taqto seems to have warm feelings towards Elsweyr. He can even tell the protagonist ""You are to Dar'taqto as the sun is to Elsweyr... I mean - a good friend"". 
He says that he would like to become emperor one day. It seems that he is dissapointed in current emperor. 
 
Dar'taqto gets banned from Bruma but the protagonist can help him by taking him along as follower. 
 
He fights enemies with two battle axes. Dar'taqto wears light armor. 
 
WARNING: The outfit on the picture is not his original outfit. The picture is taken at Skaal Village, Soltheim.",[19221],Dar'taqto,0
6165,Nick Valentine is a synth detective and potential companion living in Diamond City. He is found in Vault 114 in 2287.,[9630],Nick Valentine,0
1044,"Elizabeth is a character and A.I. companion in BioShock Infinite.
With the game set in 1912 on a sky city (named Columbia) , Elizabeth is to take over the city once its current leader (or ""Prophet""), Father Comstock, dies. Elizabeth can make and exploit ""tears"", rips to other universes, allowing her to move between them and/or bring in items from them. To prevent her from leaving Columbia, a remote ""Siphon"" is made which limits her powers, and she is locked in a tower under study and guarded by a giant mechanical bird known as Songbird.","[538, 11416, 19297, 54220, 54218]",Elizabeth,1
1053,"Alan Wake was born and raised in New York City. He developed a passion for writing at a young age, eventually leading to a successful novelist career. His most famous works are thriller novels, which have earned him a large and dedicated following. Despite his success, Alan struggles with writer's block and personal issues, including a strained relationship with his wife, Alice.

In an attempt to overcome his writer's block, Alan and Alice take a vacation to the idyllic town of Bright Falls. However, their peaceful retreat quickly turns into a nightmare when Alice disappears under mysterious circumstances. Alan discovers pages of a manuscript he doesn't remember writing, detailing events that start to come true in real life.

As he searches for Alice, Alan encounters dark supernatural forces known as the ""Taken,"" shadowy entities controlled by a malevolent presence called the ""Darkness."" He learns that the town and its surroundings are influenced by this dark power, which has trapped him in a nightmarish reality where his own writing becomes a weapon and a tool for survival.

A crucial figure in Alan's journey is Thomas Zane, a poet who lived in Bright Falls decades earlier and had a similar encounter with the Darkness. Zane’s writings and his struggle against the Darkness provide Alan with clues and guidance on how to fight supernatural forces.

In the end, Alan realizes that to save Alice and stop the Darkness, he must make a significant sacrifice. He writes a conclusion to the horror story he is trapped in, allowing Alice to escape while he remains in the dark, nightmarish world beneath Cauldron Lake. This act of self-sacrifice shows his character's deep love for his wife and his determination to end the cycle of terror.","[1062, 2602, 3750]",Alan Wake,0
3463,"Clementine, affectionately nicknamed Clem or Sweet Pea, is one of the main characters in the game The Walking Dead, by Telltale Games. She's not playable in season one, but the story still involves heavily around her. She is kind, polite and very mature for her age, acting as a moral compass of the group. Clementine is remarkably smart and good when it comes to improvising. She can be very practical during dire situations. She's more careful than other kids as she is aware of the current events going on. However, despite her maturity, Clementine is still relatively innocent in the way children are.

During the outbreak, Clementine ends up hiding in her tree-house after her babysitter goes missing, and her parents doesn't return home from vacation. A guy called Lee (the playable character) soon finds her and decides to take her with him after having to battle the babysitter who died and became a zombie. Together they embark on a long journey to find safety and eventually becomes very fond of each other.

After losing the people closest to her, Clementine becomes hardened and more mature in her outlook, but still bravely overcomes the dangers of a post-apocalyptic world head-on and tries her best to maintain some of her previous faith in humanity, hanging on to what Lee taught her and her own values.","[3097, 1871]",Clementine,1
11954,"Big-Foot/Sasquatch the names don't matter but the legend remains the same. Thought to be nothing more than superstition by Native's of the land; the Big-Foot is half man, half beast in the form of a hairy ape. 
 
The beast is rumored to have the strength of ten men and the ferocity of a grizzly bear, in Terrordrome the Sasquatch is neither friend nor foe, it simply wants to be left in peace but the chaos going on around it has caused it to awaken from it's slumber and take the fight back to the enemy.",,Sasquatch,2
3466,"If you play The Walking Dead: Season One by Telltale Games, you will meet Omid who is one of the many main characters. Omid is very friendly, kind-hearted and loving. He cares deeply for his girlfriend, Christa. Even though the world is going to hell, Omid has a positive view on life and tries to stay strong for others around him. He is often seen as the comic-relief of the group, and tries hard to lift the spirits of his companions. However he's not into heavy and troubling topics and tries to avoid it as much as possible. Additionally, Omid is assumed to be really intelligent, and is really into Civil War history. 

Before the zombie apocalypse, him and Christa shared an apartment in San Francisco. They owned a pet cat and enjoyed to travel. When the dead started to walk on the earth, they were on an ""all American road trip"". They went to Barstow, and had a Vegas Weekend together. Not much else is known about their past lives.

Christa and Omid later becomes Clementine's guardian &amp; swears to protect her.","[3097, 1871]",Omid,0
11936,"Grand Arch Master of the Order of One. 
 
Dupoint Lucroix is the Grand Master trying to keep order while his assistant Alexander seeks to use the evils of mankind to better himself.",,Grand Master Dupoint Lucroix,2
3472,"In Telltale Games' The Walking Dead, there's many main characters and one of them is Kenny. As a kid he was raised by his father, who taught him how to repair broken cars. That knowledge soon extended to boats due to his love of the water and traveling. As an adult, Kenny became a commercial fisherman, hunting for the snapper fish and yellow fin. During a fishing trip, he found a sick octopus and decided to bring it to a veterinarian's office. There he met and fell in love with Katjaa. They got married and later had a son called Kenny Jr, also nicknamed Duck. The family were returning from Memphis, Tennessee after visiting Katjaa's sister when the outbreak started.

Meeting Lee and Clementine along the way, they decided to stick together for a better chance of survival. Kenny acted as a co-leader of Lee's group (but eventually acknowledged Lee as the true leader) but his short temper and failure to think things through often got the better of him. However, Kenny is also shown to be selfless and kind, being willing to give his life to save someone else's. 

Kenny often went sailing to the open sea for months at a time, separated from his family, which he admits to be a fact that he deeply regrets after his son gets bitten by a zombie and his wife commits suicide because of the loss of Duck.

Kenny displays numerous stereotypes of a redneck and suffers from insomnia.","[3097, 1871, 2911]",Kenny,0
1043,"Booker DeWitt (Troy Baker), the player protagonist, is a disgraced former agent of the Pinkerton National Detective Agency. As a soldier in the 7th Cavalry Regiment, he had performed brutal acts against native American Indians at the Battle of Wounded Knee to defend his own honor; these acts left him emotionally scarred, leading to excessive drinking and gambling and earned him the title ""White Injun"" due to his tendency to scalp those he killed. He was given an opportunity to be baptised and start anew, but ultimately declined. He was subsequently dismissed for behavior beyond the acceptable bounds of the Agency,[2] but considers his actions with the Pinkertons in quelling labour strikes to be among his many sins. He continues to work as a private investigator from New York City, referring to himself as an ""independent contractor"". Outwardly, he cares little for the extraordinary, provided that it does not interfere with his ability to do his job; internally, he is disturbed by both his role in the events at Wounded Knee and recurring visions of New York City under attack from the air. Booker is skeptical of faith, unwilling to accept the idea that he can be absolved of his sins by embracing religion, as he considers his sins to be so extreme as to demand a penance rather than forgiveness.",[538],Booker DeWitt,0
3196,"Born in april 9 1967 
lives in a Penthouse in Las Vegas, Nevada. 
Saved the world from alien invasion multiple time, work with the EDF (Earth Defence Force)","[4130, 342]",Duke Nukem,0
11953,Samuel is a minor character in The Curse of Dwight Periwinkle.,,Bouncer Samuel,0
3475,"Matt is the high school's star linebacker, but he isn't necessarily the sharpest tool in the box. He's hoping for a sports scholarship to a top college, because his GPA isn't going to cut the mustard.

He mostly plays the part of the big friendly giant - but when Matt stays red, it's best to stay out of his way...

Matt is fiercely loyal to his girlfriend Emily... maybe even too loyal. Their relationship could be described as being a little one-way: when Emily says something, Matt does it.","[3097, 7609, 1958]",Matthew Taylor,0
9205,"The Skeleton King is a boss character found in Diablo 3, formerly known as King Leoric. Even though he was born in Kehjistan, Leoric decided to take his family and travel into the lands of Khanduras, where he in the name of the Zakarum, declared himself as the king. At first, the people of Khanduras disliked the idea to have him as a ruler. However, as time passed, they grew to like and respect him, thanks to his purity of heart and deed.

Unknown to Leoric however, his seat of power was the resting place of Diablo. He used the people too free himself from imprisonment, and took Leoric as his host for his evil deeds. Leoric tried to fight against it for a long time, but initially failed as Diablo stripped his soul from all honor and virtue. The people of Khanduras started to see a change in their king and how he became deformed and insane. He soon became cruel, and didn't hesitate to kill anyone or anything who dared to oppose him. Leoric even decided to execute Queen Asylla, his own wife. That's when he got the new nickname: ""The Black King"". 

One day, Leoric's lieutenant, the knight Lachdanan, came back from war, only to find his king mad and crazy, accusing people for kidnapping his son. Lachdanan begged for an explanation, but Leoric simply spat at him, calling him and his men traitors. With sadness in his heart, Lachdanen killed his king and Leoric cursed the knights just before his death.

King Leoric got a proper burial, but Diablo didn't want to give him that peace and raised him from the dead as a powerful undead warlord called the Skeleton King.",,The Skeleton King,0
8950,"Rigby is one of the protagonists of Carton Networks' Regular Show, as well as a playable character in the online game Fusion Fall. He's a 23 year old brown raccoon with short, spiky hair and made his debut in the pilot episode, working in the park as a groundskeeper. Rigby received the nickname ""The One Cheek Wonder"", after a friend damaged his butt in a ""fun"" fight. The raccoon had to get surgery that resulted in his behind looking like it only had one butt cheek.

Described as a ""wild adult"", he often becomes frightened, confused, frustrated or sad very easily. He can also be very impulsive, impatient and arrogant at times, his behavior causing him to act more like a child. Rigby cares a lot about his friends and tries to help the best he can.

Rigby is prone to overly dramatic reactions to the simplest things and often tries to skip work and disobey orders. However, as the series progressed, he has become a bit more responsible and thoughtful, tending to complain less and even accomplishing tough tasks.

He's terrified of horror movies.",,Rigby,0
4479,"Zinyak is an extraterrestrial warlord and the bad guy in Saint's Row IV. He's the leader of the alien race known as the Zin. Sounding very posh, he speaks with an upper class English accent and is a big fan of literature. It was actually the love for books that brought him to Earth. Zinyak often makes references from famous work, such as Macbeth and Edgar Allan Poe. 

During the events of the game, he invades Earth and comes through the ceiling of the White House where he abducts Kinzie Kensington and Shaundi before disappearing. He also defeats the Boss, who is now the President of the United States, and puts him/her into a virtual simulation based on their worst fears. 

Zinyak live streams everything to his planet where all the Zin can watch how he slowly but surely kills the humans and erases mankind. His goal is to take over, not really thinking that anyone on Earth can be strong enough to stop him.",[1981],Zinyak,0
2052,"As The Tower's evil has grown, so has his stature. He is trapped inside armor that will not grow with him, and his agony is exquisite. He was once a Númenórean and as he can recall, he either built a tower, or was locked inside one. 
 
His appearance is horrific. To stand near him is to feel the revulsion he feels for himself. Even his fellow Captains despise The Tower, although they have come to rely on his great corrupting evil. His propensity for slaughter is unmatched. He makes his victims feel his pain, and he revels in it.",[3025],The Tower,0
7209,Peach Wilkins is a resident of Neptune's Bounty and seems to be one of the leaders of Frank Fontaine's smuggler group.,[20],Peach Wilkins,0
5096,"Jam Kuradoberi is a character in the Guilty Gear series. She is of Chinese descent, and is one of the few characters in the game who fights bare-fisted, supplemented with Ki force. 
 
Jam stands 5'4"" tall, with long brown hair worn in a waist-length loop and secured at the top of her head with a ""Pokka"" Oolog tea can. She has brown eyes, fair skin, and a very athletic physique. 
 
Jam's costume is a tight-fitting Chinese-styled dress of red silk and black trim. It has no sleeves and falls to about the top of her thighs and is cut high over the hip. Under this she wears a second skirt, which is white with red trim and about the same length as the red dress (but it covers her hips, which the red dress doesn't). On her arms she wears wide ""sleeves"" made from red silk with black trim. These sleeves are held on by straps at her upper bicep. On her feet Jam wears high-heeled red boots with black trim. 
 
Jam is a woman who often jumps to conclusions and is quick to make decisions, while taking the consideration of others into account. In Guilty Gear XX, she immediately got into fights with the other characters, suspecting them as the arsonists who burnt her restaurant down. Jam also takes great pride in her Chinese heritage and skill in both fighting and cooking, often using food as a reference. Overall, she is a very energetic person who is sometimes a little silly, but still tries to establish friendships.",[9141],Jam Kuradoberi,1
4991,"Daxter is a central character in the ""Jak and Daxter"" video game series. Originally a human, Daxter is transformed into an ottsel, a fictional hybrid of an otter and a weasel, after falling into a pool of Dark Eco. Known for his witty and outspoken personality, Daxter serves as Jak's loyal sidekick and best friend. Despite his small stature, he is resourceful, brave, and provides comic relief throughout their adventures. Daxter's unique transformation and humorous nature make him a memorable and indispensable part of the duo.","[1528, 1529]",Daxter,0
218,"Tommy, an Italian-American, is portrayed with a tall, swarthy, handsome appearance, combed dark brown, almost black hair, and a constant five o'clock shadow. He first appears wearing a light blue-green Hawaiian shirt with dark blue palm trees printed on it, a gold pearl necklace around his neck, a gold watch around his left wrist, and a pair of blue jeans and white sneakers. This outfit becomes known as Tommy’s ""street"" clothes. As the game progresses, Tommy is offered more wardrobe options: he obtains a blue-purple pastel suit with the sleeves rolled up over a black dress shirt and black loafers, as well as the option of a dark pinstripe suit labeled as ""Mr. Vercetti"" (which bears similarities to Tony Montana's uniform). A light green costume is available to perform a bank robbery, complete with a hockey mask, and is even able to wear the uniform for an allied gang, among many others.

Tommy Vercetti, in several ways, exhibits characteristics of fictional drug lord Tony Montana from the 1983 film Scarface. This coincides with the heavy themes and appearance of the movie that has been implemented into Vice City. Among these characteristics, his exile from his old home (Liberty City), his rise to power (acquiring property and wealth in the city, and a mansion which also sports an interior similar to that of Montana’s mansion). Tommy is also a hired assassin, has killed his own collaborators (Lance Vance), taken over his temporary boss’s business (Ricardo Diaz) and rebelled against his former leader (Sonny Forelli), as Tony Montana had. The only notable difference is that the final gunfight in Montana's mansion sees Montana eventually killed, whereas the final gunfight in Tommy's mansion sees Tommy managing to single-handedly take down his captors and survive.",[733],Tommy Vercetti,0
5497,"Rintarou Okabe (岡部 倫太郁) is a self-proclaimed mad scientist and the main protagonist of Steins;Gate. He is a student of Tokyo Electronics University and the founder of Future Gadget Laboratory, a small research laboratory devoted into creation of future gadgets for the betterment of mankind. He also likes to pose as an agent working against a certain ""Organization"" which he thinks is always after him, as he believes this kind of image gives him a cool and mysterious aura. He is one of the (accidental) inventors of the Future Gadget #8, Phone Microwave, which has the ability to send data back in time.","[7194, 56057]",Rintaro Okabe,0
6969,"Ursula is a 32 year old female Newman and a supporting character in Phantasy Star II &amp; Phantasy Star Portable 2. Newmans are a race evolved from humans in the universe. They were created for research purposes, but eventually became a race of their own. She is a brilliant and sharp woman with many talents. She spent many years in the Alliance Military Force, where she met Kraz Muehler. They fell in love and decided to marry each other.

After being an instructor of AMF, she became a leader of Little Wing and her beauty mixed with her talents sent out a message of respect and dignity. Ursula however, often hides her feelings, leaving her with many regrets about her past. She's often sad about a lot of choices and thinks about them a lot. 

Ursula is also a fashion designer.","[3932, 1219, 1221]",Ursula,1
9219,"Sejuani is a playable character in League of Legends. As a child, the leader of the Winter's Claw watched her tribe die, one after one. She was the only one of her siblings that survived to become ten years old. Yet she feared for her life, sure that she would be the next to die. Becoming desperate, she sought spiritual counsel from the tribe's mystic. She told Sejuani that she one day would conquer and unite the tribes of the Freljord. However, the mystic left out the event of her death.

Now, when she had absolute faith in her destiny, Sejuani pushed herself to extremes and got hardened that way. She turned pain into power and hunger into an encouragement. She walked into blizzards without food or furs, challenged the strongest warriors, one after another until she became the leader. The tribe then grew stronger, even though she learned that being cold and unforgiving was the only way. 

A peace offering from Ashe's tribe insulted Sejuani greatly. Ashe told her that if they united the clans, the Winter's Claw would never go hungry again. Sejuani just simply hated the idea of getting that luxury, and started to despise Ashe's tribe. After telling her people that charity would bring only weakness, she burned the given supplies and sent the tribe back with one message:  the Winter's Claw would prove to the Avarosan that only the strong deserve to survive in the Freljord. After that event, Sejuani rode out with her warriors to inflict many painful lessons to others.",,Sejuani,1
5498,"Kurisu Makise is a genius girl who graduated from university at the age of seventeen. She is a research member in Victor Qondria University's Brain Research Program and her research on the brain's memory retention system has earned critical acclaim in the scientific community. She later joins the Future Gadget Lab as Member 004 after a series of encounters with Rintaro Okabe, where she helps to create the Time Leap Machine, a microwave oven capable of sending memories 48 hours back in time. She has a myriad of nicknames, most of which are invented by Rintaro, much to her dismay.","[7194, 56057]",Kurisu Makise,1
4975,"Ryu Hayabusa is the protagonist in the Ninja Gaiden series developed by Team Ninja and published by Tecmo. He also appears in almost every mainline games of the Dead or Alive series. 
 
As a ninja, Ryu ruthlessly kills his enemies without mercy, executing them in a very cold, technical and calculative fashion. His rigorous upbringing in tandem with the many hardships and tragedies he has suffered, has forced Ryu to harden his emotions and disciplined his skills to perfection. He is undaunted by the lives he must take in order to protect the balance within the world, knowing that the balance of the world is more important. 
 
Ryu knows life following the ninja path can be both cruel and short, especially for one of the Dragon Lineage. He has already felt first hand the brutality of this life; watching Kureha, his best friend murdered right in front of his own eyes, his clan massacred and he himself killed as he tries to save his village. Ryu endures these hardships with his unstoppable will, an indomitable spirit shown in his exploits as he overcomes every challenge and obstacle, surviving even the trauma of death to return and exact his vengeance. 
 
Though Ryu cares little for his enemies' well being, he still respects them on a warrior basis, even having mutual respect with some adversaries such as Genshin. Outside of battle, Ryu is modest and refined, he is popular among the local residents in his village. Not only as a strong role model for ninja in training, but he is heralded for being kind and gentle, as he cares for the safety of every resident in his home. This is due to the fact that each Hayabusa clansman from Jonin to cadet is cherished as family.","[1388, 1389, 103269]",Ryu Hyabusa,0
