id,genres,name,screenshots,summary,source_game_id,obfuscated_summary
7609,[31],Until Dawn,"[258237, 7660, 7658, 7657, 7659, 7661, 258238, 258239, 258242, 258240, 258241]","Until Dawn is an interactive drama survival horror video game. It was originally planned as a first-person game for the PlayStation 3's motion controller PlayStation Move, but the motion controls were later dropped when it became a PlayStation 4 exclusive game.

Until Dawn is designed to be played multiple times, as players will miss out on quite a bit of content with a single playthrough. Each will last about nine hours in length and the game mechanics utilize a new in-game system called the ""Butterfly Effect"" in which any choice of action by the player may cause unforeseen consequences later on. For example, locating a weapon in an earlier chapter may allow the player to pick it up down the line when a chase scene leads back to the same room. Throughout the game, players will make difficult decisions during ethical or moral dilemmas, such as sacrificing one character to save another. The Butterfly Effect system blurs the line between right and wrong decisions and it is possible for players to keep all eight characters alive as well as having all eight of them die, allowing for many different paths and scenarios as well as offering several different endings. Until Dawn has a strict auto-save system to prevent players from reloading a previous save file to an earlier point in the game if they regret an in-game decision they have made. The only way to change the player's choice is to restart the game from the beginning or continue to the end and start a new game. In a developer interview, it has been said that Until Dawn has ""hundreds of endings"". Different endings have different variations depending on the combination of characters alive at the end of the game.

The gameplay is focused on exploration, quick-time events and discovering clues as well as making decisions. There is an in-game system that will keep track of all of the clues and secrets players have discovered in total, even if there are multiple playthroughs; these clues will allow the player to piece together the mysteries of Blackwood. In terms of the gameplay mechanics and theme, Until Dawn has been noted to be similar to Heavy Rain and Beyond: Two Souls.

Until Dawn was met with a positive critical response upon release, with praise directed at the visuals, choice mechanic, horror elements, music, voice acting and gameplay design. Most of the criticism the game drew was concerning the story, mostly the second half, camera angles, character movements and partially linear plot.",7609,"<The game> is an interactive drama survival horror video game. It was originally planned as a first-person game for <a platform>'s motion controller <a controller>, but the motion controls were later dropped when it became a <another platform> exclusive game.

<The game> is designed to be played multiple times, as players will miss out on quite a bit of content with a single playthrough. Each will last about nine hours in length and the game mechanics utilize a new in‑game system called the ""Butterfly Effect"" in which any choice of action by the player may cause unforeseen consequences later on. For example, locating a weapon in an earlier chapter may allow the player to pick it up down the line when a chase scene leads back to the same room. Throughout the game, players will make difficult decisions during ethical or moral dilemmas, such as sacrificing one character to save another. The Butterfly Effect system blurs the line between right and wrong decisions and it is possible for players to keep all eight characters alive as well as having all eight of them die, allowing for many different paths and scenarios as well as offering several different endings. <The game> has a strict auto‑save system to prevent players from reloading a previous save file to an earlier point in the game if they regret an in‑game decision they have made. The only way to change the player's choice is to restart the game from the beginning or continue to the end and start a new game. In a developer interview, it has been said that <The game> has ""hundreds of endings"". Different endings have different variations depending on the combination of characters alive at the end of the game.

The gameplay is focused on exploration, quick‑time events and discovering clues as well as making decisions. There is an in‑game system that will keep track of all of the clues and secrets players have discovered in total, even if there are multiple playthroughs; these clues will allow the player to piece together the mysteries of <a location>. In terms of the gameplay mechanics and theme, <The game> has been noted to be similar to <a similar game> and <another similar game>.

<The game> was met with a positive critical response upon release, with praise directed at the visuals, choice mechanic, horror elements, music, voice acting and gameplay design. Most of the criticism the game drew was concerning the story, mostly the second half, camera angles, character movements and partially linear plot."
76885,[4],SoulCalibur VI,"[138530, 138531, 138532, 138528, 138529, 211475, 211480, 211479, 211477, 211476, 211474, 211478]","SoulCalibur VI represents the latest entry in the premier weapons-based, head-to-head fighting series and continues the epic struggle of warriors searching for the legendary Soul Swords. Taking place in the 16th century, revisit the events of the original SoulCalibur to uncover hidden truths.",76885,"<The game> represents the latest entry in the premier weapons-based, head-to-head fighting series and continues the epic struggle of warriors searching for the legendary <an artifact>. Taking place in the 16th century, revisit the events of the original <The game> to uncover hidden truths."
9141,"[4, 33]",Guilty Gear X,"[386448, 386451, 386450, 386449, 386446, 386444, 386445, 386447]","Guilty Gear X is the sequel to 1998's Guilty Gear, a 2D fighting game for the Sony PlayStation that became extremely popular in Japan. Featuring beautiful hand-drawn artwork and animation, as well as balanced, fun, high-energy gameplay, Guilty Gear X aspires to be the king of 2D fighters.

The goal in Guilty Gear X is simple: get your opponent's Life Bar down to zero within the allotted time to win. Winning a round nets you a point; getting two points will win you the match. There are 14 different characters to choose from, each with their own personal style and moves. There might even be some hidden ones, too...",9141,"<The game> is the sequel to 1998's <The game>, a 2D fighting game for the Sony PlayStation that became extremely popular in Japan. Featuring beautiful hand‑drawn artwork and animation, as well as balanced, fun, high‑energy gameplay, <The game> aspires to be the king of 2D fighters.

The goal in <The game> is simple: get your opponent's Life Bar down to zero within the allotted time to win. Winning a round nets you a point; getting two points will win you the match. There are 14 different characters to choose from, each with their own personal style and moves. There might even be some hidden ones, too..."
6517,"[4, 33]",JoJo's Bizarre Adventure: All Star Battle,"[5219, 5216, 5217, 5220, 5218]","Adapted from Hirohiko Araki’s smash manga hit, JoJo’s Bizarre Adventure, the game takes characters spanning all eight incredible story arcs of the manga and pits them against each other in an epic one-on-one fighting game.

With a revolutionary proprietary graphics shader system, JoJo’s Bizarre Adventure: All-Star Battle gives players the feeling that they are participating in vivid and colorful battles straight from the pages of the manga. Players will be able to choose from an impressive cast of characters spanning the entire series. Each character comes with their signature moves punctuated by dynamic camera angles to capture every highlight of the fight either against computer opponents via Story Mode or human adversaries online.",6517,"Adapted from <the creator>'s smash manga hit, <The game>, the game takes characters spanning all eight incredible story arcs of the manga and pits them against each other in an epic one-on-one fighting game.

With a revolutionary proprietary graphics shader system, <The game> gives players the feeling that they are participating in vivid and colorful battles straight from the pages of the manga. Players will be able to choose from an impressive cast of characters spanning the entire series. Each character comes with their signature moves punctuated by dynamic camera angles to capture every highlight of the fight either against computer opponents via Story Mode or human adversaries online."
7344,"[8, 9, 31]",Ori and the Blind Forest,"[5746, 5749, 5748, 5745, 5747, 267707, 267708, 267709, 267712, 267710, 267711, 267713]","The forest of Nibel is dying. After a powerful storm sets a series of devastating events in motion, an unlikely hero must journey to find his courage and confront a dark nemesis to save his home. Ori and the Blind Forest tells the tale of a young orphan destined for heroics, through a visually stunning action-platformer crafted by Moon Studios for Xbox One and PC. Featuring hand-painted artwork, meticulously animated character performance, and a fully orchestrated score, Ori and the Blind Forest explores a deeply emotional story about love and sacrifice, and the hope that exists in us all.",7344,"<a location> is dying. After a powerful storm sets a series of devastating events in motion, <the character> must journey to find <his> courage and confront a dark nemesis to save <his> home. <The game> tells the tale of a young orphan destined for heroics, through a visually stunning action‑platformer crafted by <an organization> for Xbox One and PC. Featuring hand‑painted artwork, meticulously animated character performance, and a fully orchestrated score, <The game> explores a deeply emotional story about love and sacrifice, and the hope that exists in us all."
8479,"[4, 31]",Naruto Shippuden: Ultimate Ninja Storm Revolution,"[8079, 8082, 8081, 8078, 8080]","The latest instalment of the NARUTO SHIPPUDEN: Ultimate Ninja STORM series will offer players a new experience in the deep & rich NARUTO environment. Tons of new techniques, enhanced mechanics, over 100 playable characters & Support Ninjas, and a brand new exclusive character (Mecha-Naruto) designed by Masashi Kishimoto.",8479,"The latest instalment of <The game> will offer players a new experience in the deep & rich setting. Tons of new techniques, enhanced mechanics, over 100 playable characters & support ninjas, and a brand new exclusive character (<an exclusive character>) designed by <the creator>."
152354,[35],Mario Party Superstars,"[489926, 489927, 489928, 489929, 1652441, 1652442, 1652443, 1652444, 1652445, 1652446, 1652447, 1652448, 1652449, 1652450, 1652451]","Calling all Superstars! Mario Party is back with 5 classic boards from the Nintendo 64 Mario Party games. Frosting meets flowers as you race to get the most stars (and sabotage your opponents) on the Peach’s Birthday Cake board from the original Mario Party game. Or watch the countdown that unleashes Bowser Coin Beam and hold onto those coins on the Space Land board. The tides can turn quickly in Mario Party, so stay vigilant, partygoers. This and all other modes can be played online, too!",152354,"Calling all Superstars! <The game> is back with 5 classic boards from the <a location> <The game> games. Frosting meets flowers as you race to get the most stars (and sabotage your opponents) on the <a location> board from the original <The game> game. Or watch the countdown that unleashes <an artifact> and hold onto those coins on the <a location> board. The tides can turn quickly in <The game>, so stay vigilant, partygoers. This and all other modes can be played online, too!"
375,"[5, 24, 31]",Metal Gear Solid,"[887589, 887596, 887595, 887590, 887591, 887592, 887593, 887594]","Metal Gear Solid is a stealth game created by Hideo Kojima which follows the MSX2 video games Metal Gear and Metal Gear 2: Solid Snake. Despite a transition to 3D, Metal Gear Solid's gameplay remains similar to his predecessors. The game utilizes a traditional top-down view and the player must navigate the protagonist Solid Snake through the game's areas without being detected. Detection will set off an alarm which draws armed enemies to his location. Conversations with Snake's allies and cutscenes are used extensively to advance the plot and gain more insight into it. Metal Gear Solid is regarded as one of the greatest and most important video games of all time, and helped popularize the stealth genre and in-engine cinematic cutscenes.",375,"<The game> is a stealth game created by <a creator> which follows the earlier titles on <a platform>. Despite a transition to 3D, <The game>'s gameplay remains similar to its predecessors. The game utilizes a traditional top-down view and the player must navigate the protagonist <the character> through the game's areas without being detected. Detection will set off an alarm which draws armed enemies to <his> location. Conversations with <the character>'s allies and cutscenes are used extensively to advance the plot and gain more insight into it. <The game> is regarded as one of the greatest and most important video games of all time, and helped popularize the stealth genre and in-engine cinematic cutscenes."
3025,"[12, 25, 31]",Middle-earth: Shadow of Mordor,"[5828, 5827, 5831, 5829, 5830, 1371285, 1371286]","Middle-earth: Shadow of Mordor is a open world third-person action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment, which takes place in the world of J.R.R. Tolkien's Legendarium.

The game takes place in the 60-year gap between the events of Tolkien's The Hobbit and The Lord of The Rings. It is a story of revenge, slaughter, and mystery set entirely in Mordor, the Land of Shadows. At its center is Talion, an ordinary man who loses everything, including his mortal life.

The game is set in a fully open world, and features various role-playing game elements such as experience points and skills. There are various ways the player can complete their main objective. Aside from the main storyline, there are various side quests and random events the player can complete within Mordor.

The melee system is inspired by that of the Batman Arkham series. Getting into a good fighting rhythm, using both regular attacks and counter-attacks will improve the player's combo multiplier.

A unique feature of Middle-earth: Shadow of Mordor is the Nemesis system. Every enemy in the game has their own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change their tactics and conversations based on the encounter.",3025,"<The game> is an open world third-person action role‑playing video game developed by <an organization> and published by <an organization>, which takes place in the world of <a location>.

The game takes place in the 60‑year gap between the events of <a past event> and <a past event>. It is a story of revenge, slaughter, and mystery set entirely in <a location>, the Land of Shadows. At its center is <the character>, an ordinary <man> who loses everything, including <his> mortal life.

The game is set in a fully open world, and features various role‑playing game elements such as experience points and skills. There are various ways the player can complete their main objective. Aside from the main storyline, there are various side quests and random events the player can complete within <a location>.

The melee system is inspired by that of <an organization>. Getting into a good fighting rhythm, using both regular attacks and counter‑attacks will improve the player's combo multiplier.

A unique feature of <The game> is the Nemesis system. Every enemy in the game has their own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change their tactics and conversations based on the encounter."
1000,"[8, 9, 31]",Oddworld: Abe's Exoddus,"[831844, 831845, 831846, 831847, 831848, 831849]","Abe’s peaceful retirement was shattered when visited by a vision from the Three Weirdos. Abe learned the Magog Cartel was mining Necrum, the sacred Mudokon city of the dead, to collect bones to make super-addictive SoulStorm Brew.

After freeing the Mudokon spirits imprisoned in the Mudanchee and Mudomo Vaults, Abe gained scary powers from the Weirdos, including the ability to heal his Mudokon friends of SoulStorm addiction, and the power to turn invisible. Infiltrating the transportation hub of FeeCo Depot, and using explosive farts to survive adventures at the Slig Barracks and Bonewerks, Abe broke into SoulStorm Brewery.

There Abe learned the truth behind the secret ingredient of SoulStorm Brew... just before blasting the place to atoms with the combined power of the sobered-up Mudokon he’d rescued. Then Abe joined his brew-addled pals at Alf’s Rehab & Tea to take the cure – the journey of a lifetime starts with one step.

Or is it twelve?",1000,"<the character>’s peaceful retirement was shattered when visited by a vision from <an organization>. <the character> learned <an organization> was mining <a location>, the sacred Mudokon city of the dead, to collect bones to make super‑addictive <an artifact>.

After freeing the Mudokon spirits imprisoned in <a location> and <a location>, <the character> gained scary powers from <an organization>, including the ability to heal <their> Mudokon friends of <an artifact> addiction, and the power to turn invisible. Infiltrating the transportation hub of <a location>, and using explosive farts to survive adventures at <a location> and <a location>, <the character> broke into <a location>.

There <the character> learned the truth behind the secret ingredient of <an artifact>… just before blasting the place to atoms with the combined power of the sobered‑up Mudokon <they> rescued. Then <the character> joined <their> brew‑addled pals at <a location> to take the cure – the journey of a lifetime starts with one step.

Or is it twelve?"
6326,"[12, 31]",Boktai: The Sun Is in Your Hand,"[401297, 401298, 401299, 401300, 401301, 356722, 356718, 356719, 356717, 356720, 356721]","Hideo Kojima, the man that's most known for bringing the Metal Gear Solid series to life, has come up with an extremely ambitious idea for the Game Boy Advance: harness the energy of sunlight for a videogame. Enter Boktai, a vampire-hunting action and adventure game that not only encourages players to get outside and play in the fresh air...it almost requires it. Utilizing a special cartridge with a built-in a sun sensor, the amount of sunlight outside the game determines how much sunlight shows up in the actual adventure. And since the player's gun is actually fueled by sunlight, the more sunlight you can get the stronger and more capable you are in the game.",6326,"<a person>, the man that's most known for bringing <a series> to life, has come up with an extremely ambitious idea for the Game Boy Advance: harness the energy of sunlight for a videogame. Enter <The game>, a vampire‑hunting action and adventure game that not only encourages players to get outside and play in the fresh air… it almost requires it. Utilizing a special cartridge with a built‑in sun sensor, the amount of sunlight outside the game determines how much sunlight shows up in the actual adventure. And since the player's gun is actually fueled by sunlight, the more sunlight you can get the stronger and more capable you are in the game."
2993,"[2, 31]",The Wolf Among Us,"[3246, 3260, 3261, 3258, 3259, 212559, 212557, 212558, 212561, 212560, 212562, 212563]","The Wolf Among Us is a five-episode series from the creators of the 2012 Game of the Year: The Walking Dead. Based on Fables (DC Comics/Vertigo), an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As Bigby Wolf - The Big Bad Wolf in human form - you will discover that the brutal, bloody murder of a Fable is just a taste of things to come, in a game series where your every decision can have enormous consequences.",2993,"<The game> is a five-episode series from the creators of the 2012 <the game>. Based on <an artifact>, an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As <the character> in human form, you will discover that the brutal, bloody murder of <an artifact> is just a taste of things to come, in a game series where your every decision can have enormous consequences."
3025,"[12, 25, 31]",Middle-earth: Shadow of Mordor,"[5828, 5827, 5831, 5829, 5830, 1371285, 1371286]","Middle-earth: Shadow of Mordor is a open world third-person action role-playing video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment, which takes place in the world of J.R.R. Tolkien's Legendarium.

The game takes place in the 60-year gap between the events of Tolkien's The Hobbit and The Lord of The Rings. It is a story of revenge, slaughter, and mystery set entirely in Mordor, the Land of Shadows. At its center is Talion, an ordinary man who loses everything, including his mortal life.

The game is set in a fully open world, and features various role-playing game elements such as experience points and skills. There are various ways the player can complete their main objective. Aside from the main storyline, there are various side quests and random events the player can complete within Mordor.

The melee system is inspired by that of the Batman Arkham series. Getting into a good fighting rhythm, using both regular attacks and counter-attacks will improve the player's combo multiplier.

A unique feature of Middle-earth: Shadow of Mordor is the Nemesis system. Every enemy in the game has their own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change their tactics and conversations based on the encounter.",3025,"<The game> is an open world third‑person action role‑playing video game developed by <a developer> and published by <a publisher>, which takes place in the world of <a legend>.

The game takes place in the 60‑year gap between the events of <a past event> and <a past event>. It is a story of revenge, slaughter, and mystery set entirely in <a location>. At its centre is <the character>, an ordinary <person> who loses everything, including <his/her/their> mortal life.

The game is set in a fully open world, and features various role‑playing game elements such as experience points and skills. There are various ways the player can complete <their> main objective. Aside from the main storyline, there are various side quests and random events the player can complete within <a location>.

The melee system is inspired by that of <a series>. Getting into a good fighting rhythm, using both regular attacks and counter‑attacks will improve the player's combo multiplier.

A unique feature of <The game> is the <a system>. Every enemy in the game has its own name, rank, and memory. These enemies will continue to do their own jobs and tasks even when they're off screen. If the player does not kill an enemy in an encounter, this enemy will remember the player and change its tactics and conversations based on the encounter."
1871,"[2, 31]",The Walking Dead,"[1872, 1871, 1873, 1869, 1870, 212556]","The Walking Dead: Season One (also known as The Walking Dead: The Game) is an episodic interactive drama graphic adventure video game developed and published by Telltale Games. Based on Robert Kirkman's The Walking Dead comic book series, the game consists of five episodes, released between April and November 2012. It is available for Android, iOS, Kindle Fire HDX, Microsoft Windows, Mac OS X, PlayStation 3, PlayStation Vita, Xbox 360, PlayStation 4 and Xbox One. The game is the first of The Walking Dead video game series published by Telltale.",1871,"<The game> (also known as <The game>) is an episodic interactive drama graphic adventure video game developed and published by <an organization>. Based on <the game> comic book series, <the game> consists of five episodes, released between April and November 2012. It is available for Android, iOS, Kindle Fire HDX, Microsoft Windows, Mac OS X, PlayStation 3, PlayStation Vita, Xbox 360, PlayStation 4 and Xbox One. <The game> is the first of <the game> video game series published by <an organization>."
74,"[5, 12, 31]",Mass Effect 2,"[893, 8206, 8205, 8218, 892]","Are you prepared to lose everything to save the galaxy? You'll need to be, Commander Shephard. It's time to bring together your greatest allies and recruit the galaxy's fighting elite to continue the resistance against the invading Reapers. So steel yourself, because this is an astronomical mission where sacrifices must be made. You'll face tougher choices and new, deadlier enemies. Arm yourself and prepare for an unforgettable intergalactic adventure.

Game Features:

Shift the fight in your favour. Equip yourself with powerful new weapons almost instantly thanks to a new inventory system. Plus, an improved health regeneration system means you'll spend less time hunting for restorative items.

Make every decision matter. Divisive crew members are just the tip of the iceberg, Commander, because you'll also be tasked with issues of intergalactic diplomacy. And time's a wastin' so don't be afraid to use new prompt-based actions that let you interrupt conversations, even if they could alter the fate of your crew...and the galaxy.

Forge new alliances, carefully. You'll fight alongside some of your most trustworthy crew members, but you'll also get the opportunity to recruit new talent. Just choose your new partners with care because the fate of the galaxy rests on your shoulders, Commander.",74,"Are you prepared to lose everything to save the galaxy? You'll need to be, Commander <the character>. It's time to bring together your greatest allies and recruit the galaxy's fighting elite to continue the resistance against the invading <an organization>. So steel yourself, because this is an astronomical mission where sacrifices must be made. You'll face tougher choices and new, deadlier enemies. Arm yourself and prepare for an unforgettable intergalactic adventure.

Shift the fight in your favour. Equip yourself with powerful new weapons almost instantly thanks to a new inventory system. Plus, an improved health regeneration system means you'll spend less time hunting for restorative items.

Make every decision matter. Divisive crew members are just the tip of the iceberg, Commander, because you'll also be tasked with issues of intergalactic diplomacy. And time's a wastin' so don't be afraid to use new prompt-based actions that let you interrupt conversations, even if they could alter the fate of your crew…and the galaxy.

Forge new alliances, carefully. You'll fight alongside some of your most trustworthy crew members, but you'll also get the opportunity to recruit new talent. Just choose your new partners with care because the fate of the galaxy rests on your shoulders, Commander."
127,"[8, 31]",Assassin's Creed II,"[8214, 8213, 8217, 8216, 8215]","Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.
Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.",127,"Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: <a past event>. Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful <a location>. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements."
2449,[12],Lightning Returns: Final Fantasy XIII,"[88928, 88932, 88929, 88930, 88931]","As Lightning, it is your mission to save souls so they may be brought to a new world. However, with only thirteen days remaining, not everyone can be saved. Armed with all-new weapons, player customization and battle abilities, you are in a race against time to fully understand your destiny. It all ends here.",2449,"As <the character>, it is your mission to save souls so they may be brought to a new world. However, with only thirteen days remaining, not everyone can be saved. Armed with all‑new weapons, player customization and battle abilities, you are in a race against time to fully understand your destiny. It all ends here."
1291,"[25, 31]",God of War: Ascension,"[1653, 1654, 1373, 1655, 1656]","God of War: Ascension, the seventh instalment in the God of War series, acts as a prequel to the preceding games. The narrative revolves around Kratos, the protagonist from earlier instalments, who was once a loyal servant of the God of War, Ares. Tricked by Ares into unknowingly murdering his own family, Kratos breaks the blood oath binding him to Ares and abandons his former master. Subsequently, Kratos finds himself imprisoned and must navigate a path to freedom, severing the bond between him and Ares.

The game retains the familiar hack-and-slash combat system of its predecessors, featuring Kratos wielding the Blades of Chaos. However, a new addition, the World Weapon system, allows Kratos to wield various weapons. Additionally, Kratos can now acquire up to four magical disciplines—Fires of Ares, Ice of Poseidon, Lightning of Zeus, and Soul of Hades—each bestowing unique abilities and imbuing his weapon with magic. For instance, the Ice of Poseidon enables underwater breathing. Rage, a recurring feature, undergoes modifications; it accumulates through attacks, and when the bar is full, it automatically unleashes until the player ceases attacking or sustains damage. Three new relics provide Kratos with the ability to manipulate time, create a ""shadow"" self, and dispel illusions crafted by his guardians.

Notably, God of War: Ascension introduces online multiplayer to the series. Players, before engaging in multiplayer battles, align with one of four gods—Ares, Hades, Zeus, or Poseidon—each offering a distinct set of abilities. As players accumulate experience and level up their warriors, they unlock magical abilities, armour, weapons, relics, and other treasures. The game features four distinct multiplayer modes: Team Favor of the Gods, Match of Champions, Trial of the Gods, and Capture the Flag",1291,"""The<The game> is the seventh installment in an ongoing series, acting as a prequel to earlier entries. The narrative follows <the character>, a former loyal servant of <an organization>. Deceived by <an organization> into unintentionally killing <his> own family, <the character> breaks the binding oath and abandons <his> former master. Afterwards, <the character> finds <himself> imprisoned and must carve a path to freedom, severing the bond with <an organization>.

The game retains the familiar hack‑and‑slash combat system of its predecessors, featuring <the character> wielding <an artifact>. A new addition, the <an artifact> system, allows <the character> to equip various weapons. Additionally, <the character> can now acquire up to four magical disciplines—each granting unique abilities and imbuing <his> weapon with magic. For example, one discipline enables underwater breathing. Rage, a recurring feature, has been tweaked; it builds through attacks and, when fully charged, automatically unleashes until the player stops attacking or takes damage. Three new relics grant <the character> the ability to manipulate time, create a “shadow” self, and dispel illusory constructs created by <his> guardians.

Notably, this installment introduces online multiplayer to the series. Before entering multiplayer battles, players align with one of four deities, each providing a distinct set of abilities. As players gain experience and level up their warriors, they unlock magical abilities, armor, weapons, relics, and other treasures. The game features four distinct multiplayer modes."""
113345,"[12, 25, 31]",Nier: Automata - Game of the Yorha Edition,"[281929, 281928, 281931, 281932, 281930, 281933, 281927, 281926, 425233, 425234]","NieR:Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.

The NieR:Automata Game of the YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG, including:
- 3C3C1D119440927 DLC*
- Cardboard Pod Skin
- Retro Grey Pod Skin
- Retro Red Pod Skin
- Grimoire Weiss Pod
- Machine Mask Accessory
- (PC Version) Valve Character Accessory, Exclusive set of wallpapers in the following sizes: 1024 x 768, 1280 x 1024, 1920 x 1080, 2560 x 1600
- (PS4 Version) Play System Pod Skin, the amazarashi Head Pod Skin, a Dynamic Theme and 15 PSN avatars.",113345,"The <The game> tells the story of androids <the character>, <the character> and <the character> and their battle to reclaim a machine‑driven dystopia overrun by powerful machines. The <The game> Game of the <an organization> Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award‑winning post‑apocalyptic action RPG, such as a DLC, Cardboard Pod Skin, Retro Grey Pod Skin, Retro Red Pod Skin, <an artifact> Pod, <an artifact> Accessory, (PC Version) <an organization> Character Accessory with an exclusive set of wallpapers in several resolutions, and (PS4 Version) Play System Pod Skin, the <an organization> Head Pod Skin, a Dynamic Theme and fifteen PSN avatars."
233,[5],Half-Life 2,"[1138, 1142, 1139, 1140, 1141]","1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling.

NOW. By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around them, from the physical environment to the behaviors even the emotions of both friends and enemies.",233,"1998. <The game> sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling.

NOW. By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, <The game> opens the door to a world where the player's presence affects everything around them, from the physical environment to the behaviors even the emotions of both friends and enemies."
1254,"[9, 25, 31]",DmC: Devil May Cry,"[835126, 835127, 835128, 835129, 835130]","DmC: Devil May Cry is the fifth game in the hack-and-slash third-person action series and the first not largely developed by Capcom. This title is a reimagining of the series, with the same protagonist Dante, but set in an alternate universe. The Dante in this game is very different from before, doing away with the trademark white hair and altering the main character as well as the game's tone with a much more Western influence. The gameplay is still largely identical as Dante engages many opponents with a fast fighting style, stringing together combos and hits in quick succession.",1254,"<The game> is the fifth game in the hack-and-slash third-person action series and the first not largely developed by <an organization>. This title is a reimagining of the series, with the same protagonist <the character>, but set in an alternate universe. <the character> in this game is very different from before, doing away with the trademark white hair and altering <his/her/their> as well as the game's tone with a much more Western influence. The gameplay is still largely identical as <the character> engages many opponents with a fast fighting style, stringing together combos and hits in quick succession."
3097,"[2, 9, 31]",The Walking Dead: Season Two,"[212545, 212549, 3445, 3448, 3446, 3449, 3447, 212546, 212548, 212547, 212551, 212550]","Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to Clementine which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid Clementine or her allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers.",3097,"Similar to the previous season, <The game> is a point-and-click adventure game. The player, in control of <the character>, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay silent, with a limited amount of time to make the selection; if the player does not select an option, the conversation will continue as if they had stayed quiet. Such choices can affect how the other characters will later react to <the character> which can influence later events in the story. Other scenes are more action-oriented, requiring the player to complete quick time events to avoid <the character> or <her> allies from getting killed. If the player fails these events, the game will restart at the start of such scenes. Such action scenes may also require the player to make a key decision within a limited time frame, such as which of two characters to save from attacking walkers."
5322,"[8, 31]",Sonic Boom: Rise of Lyric,"[4785, 173074, 173080, 173076, 173075, 4786, 4787, 4788, 4789, 173078, 173079, 173077]","Sonic Boom: Rise of Lyric delivers a completely new action-adventure gameplay experience for Sonic fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake-like ancient villain, Lyric, before he can power up his army. Players will be challenged by over-the-top speed runs, but the heart of the game is focused on intense combat and brand-new abilities including the Enerbeam. This energy-charged cord can be used by characters to navigate the world like never before. Swing or zip-line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes.",5322,"<The game> delivers a completely new action‑adventure gameplay experience for fans. The detailed levels and emphasis on each character’s unique abilities give players more choice in exploration as they work as a team to stop the deadly snake‑like ancient villain, <the antagonist>, before <he/she/they> can power up <his/her/their> army. Players will be challenged by over‑the‑top speed runs, but the heart of the game is focused on intense combat and brand‑new abilities including <an ability>. This energy‑charged cord can be used by characters to navigate the world like never before. Swing or zip‑line across gaps, grab and throw enemies, take away their shields in combat, and explore alternate paths filled with lush environments and landscapes."
